n,S,rep,regime,T,delta,weight,alpha,lp_score,secondary_score,build_s,primary_solve_s,score_build_s,secondary_solve_s,baseline_best,best_logL,true_logL,best_minus_true,candidates,true_rank,dp_s,score_vars,score_rows,score_classes,anchors
8,60,0,moderate,1,2.0,equal,0.0,-158.7606862600935,6.426614992102257,4.335444211959839,1.713496208190918,0.8901557922363281,2.021289110183716,-496.55156613652014,-496.55156613652014,-484.1825839766986,-12.368982159821542,13,9999,0.1592879295349121,1072,3568,16,8
8,60,0,moderate,1,2.0,equal,0.25,-158.7606862600935,6.426614992102257,4.335444211959839,1.713496208190918,0.8901557922363281,2.021289110183716,-496.55156613652014,-496.55156613652014,-484.1825839766986,-12.368982159821542,30,9999,0.1592879295349121,1072,3568,16,8
8,60,0,moderate,1,2.0,equal,0.5,-158.7606862600935,6.426614992102257,4.335444211959839,1.713496208190918,0.8901557922363281,2.021289110183716,-496.55156613652014,-502.0032140651519,-484.1825839766986,-17.8206300884533,30,9999,0.1592879295349121,1072,3568,16,8
8,60,0,moderate,1,2.0,equal,0.75,-158.7606862600935,6.426614992102257,4.335444211959839,1.713496208190918,0.8901557922363281,2.021289110183716,-496.55156613652014,-501.8447002078253,-484.1825839766986,-17.66211623112673,30,9999,0.1592879295349121,1072,3568,16,8
8,60,0,moderate,1,2.0,equal,1.0,-158.7606862600935,6.426614992102257,4.335444211959839,1.713496208190918,0.8901557922363281,2.021289110183716,-496.55156613652014,-502.0032140651519,-484.1825839766986,-17.8206300884533,30,9999,0.1592879295349121,1072,3568,16,8
