n,S,regime,rep,mode,delta,anchors,facets,size_weight,lp_score,primary_build_s,primary_solve_s,baseline_best,baseline_candidates,baseline_true_rank,local_score,couple_build_s,couple_solve_s,couple_wall_s,best_logL,best_structural_rank,best_bottleneck,candidates,true_rank,true_logL,best_minus_true,anchor_ids,variables,rows,qvars,cache_classes
8,40,moderate,0,spectral,0.0,8,4,equal,-103.59623994129532,1.3792409896850586,0.5828368663787842,-310.17384895746767,9,9999,6.392065600494838,1.5149977207183838,1.0863807201385498,1.0892407894134521,-301.421585959387,29,0.13567088226308915,36,9999,-291.7790510519478,-9.642534907439199,"[1, 20, 28, 4, 10, 35, 15, 29]",176,880,176,128
