n,S,rep,regime,delta,beta,gamma,eta,alpha,two_point_best,spectral_primary_best,weighted_best,best_union_so_far,best_union_alpha,two_point_candidates,spectral_candidates,weighted_candidates,two_point_true_rank,spectral_true_rank,weighted_true_rank,lp_two_point,lp_spectral,secondary_score,score_vars,score_rows,anchors,pair_median,pair_scale,pair_active
8,40,0,moderate,2,-0.1,-0.1,0.0,0.0,-313.2878629597229,-304.12945275081364,-304.12945275081364,-304.12945275081364,0.0,5,12,12,9999,9999,9999,-221.88710412520362,-103.59623994129535,0.07161103329361924,704,1408,8,-0.024753818494683,0.2542600671748437,7
8,40,0,moderate,2,-0.1,-0.1,0.0,0.5,-313.2878629597229,-304.12945275081364,-310.8755272223875,-304.12945275081364,0.0,5,12,33,9999,9999,9999,-221.88710412520362,-103.59623994129535,0.07161103329361924,704,1408,8,-0.024753818494683,0.2542600671748437,7
8,40,0,moderate,2,-0.1,-0.1,0.0,1.0,-313.2878629597229,-304.12945275081364,-310.2705976643926,-304.12945275081364,0.0,5,12,14,9999,9999,9999,-221.88710412520362,-103.59623994129535,0.07161103329361924,704,1408,8,-0.024753818494683,0.2542600671748437,7
8,40,2,moderate,2,-0.1,-0.1,0.0,0.0,-310.92352329806045,-303.21162292805195,-303.21162292805195,-303.21162292805195,0.0,12,8,8,9999,9999,9999,-228.4057426387103,-102.2237470808958,0.1898017659188252,704,1408,8,0.12167387399646801,0.21538367537965786,9
8,40,2,moderate,2,-0.1,-0.1,0.0,0.5,-310.92352329806045,-303.21162292805195,-334.13613208723933,-303.21162292805195,0.0,12,8,23,9999,9999,9999,-228.4057426387103,-102.2237470808958,0.1898017659188252,704,1408,8,0.12167387399646801,0.21538367537965786,9
8,40,2,moderate,2,-0.1,-0.1,0.0,1.0,-310.92352329806045,-303.21162292805195,-339.0717946219385,-303.21162292805195,0.0,12,8,12,9999,9999,9999,-228.4057426387103,-102.2237470808958,0.1898017659188252,704,1408,8,0.12167387399646801,0.21538367537965786,9
8,40,0,wide,2,-0.1,-0.1,0.0,0.0,-322.79660298280044,-295.6121317259692,-295.6121317259692,-295.6121317259692,0.0,25,12,12,9999,9999,9999,-267.07060893525295,-111.74294948559401,-0.06090992583078228,704,1408,8,0.0066062485094648404,0.25482026832782845,10
8,40,0,wide,2,-0.1,-0.1,0.0,0.5,-322.79660298280044,-295.6121317259692,-295.6121317259692,-295.6121317259692,0.0,25,12,40,9999,9999,9999,-267.07060893525295,-111.74294948559401,-0.06090992583078228,704,1408,8,0.0066062485094648404,0.25482026832782845,10
8,40,0,wide,2,-0.1,-0.1,0.0,1.0,-322.79660298280044,-295.6121317259692,-328.9310207776797,-295.6121317259692,0.0,25,12,11,9999,9999,9999,-267.07060893525295,-111.74294948559401,-0.06090992583078228,704,1408,8,0.0066062485094648404,0.25482026832782845,10
