n,S,rep,regime,delta,weight,kind,tref,spread,score_mode,alpha,lp_score,secondary_score,build_s,primary_solve_s,score_build_s,secondary_solve_s,baseline_best,best_logL,true_logL,best_minus_true,candidates,true_rank,score_vars,score_rows,anchors,baseline
8,40,0,moderate,2.0,copy_normalized,single,0.1,2,overlap,0.0,-103.59623994129538,0.024386300034250696,1.7896733283996582,0.7098748683929443,0.016670703887939453,1.5047779083251953,-310.1738506400182,-310.1738506400182,-291.7790510519478,-18.394799588070384,9,9999,704,1408,8,0.25835230122294667
8,40,0,moderate,2.0,copy_normalized,single,0.1,2,overlap,0.5,-103.59623994129538,0.024386300034250696,1.7896733283996582,0.7098748683929443,0.016670703887939453,1.5047779083251953,-310.1738506400182,-303.75936398673304,-291.7790510519478,-11.980312934785218,25,9999,704,1408,8,0.25835230122294667
8,40,0,moderate,2.0,copy_normalized,single,0.1,2,overlap,1.0,-103.59623994129538,0.024386300034250696,1.7896733283996582,0.7098748683929443,0.016670703887939453,1.5047779083251953,-310.1738506400182,-308.42878899282493,-291.7790510519478,-16.649737940877117,14,9999,704,1408,8,0.25835230122294667
