case,L,method,lp_value,solve_s,decode_s,extracted_mass,residual_root_mass,components,first_proportion,first_tree
8_main,8,root_greedy,-47.722195143052716,0.1399390697479248,0.0007710230001976015,0.125,0.875,1,0.125,"(((((((leaf_1,leaf_2),leaf_3),leaf_5),leaf_4),leaf_6),leaf_7),leaf_8);"
8_main,8,root_beam,-47.722195143052716,0.1399390697479248,0.0018677589996514143,1.0,0.0,4,0.375,"(((((((leaf_1,leaf_5),leaf_6),leaf_3),leaf_4),leaf_2),leaf_7),leaf_8);"
8_main,8,leaf_beam,-47.722195143052716,0.1399390697479248,0.00618284499978472,1.0,0.0,4,0.375,"(((((((leaf_1,leaf_5),leaf_6),leaf_3),leaf_4),leaf_2),leaf_7),leaf_8);"
8_main,8,bidirectional,-47.722195143052716,0.1399390697479248,0.00668509999923117,1.0,0.0,4,0.375,"(((((((leaf_1,leaf_5),leaf_6),leaf_3),leaf_4),leaf_2),leaf_7),leaf_8);"
8_main,8,NNI_FrankWolfe,-47.722195143052716,0.1399390697479248,1.2983078849993035,0.9864220657286578,0.01357793427134224,11,0.19059656736009825,"(((((((leaf_1,leaf_5),leaf_2),leaf_3),leaf_4),leaf_6),leaf_7),leaf_8);"
8_rand0,8,root_greedy,-35.93096260548834,0.11191797256469727,0.000633928999377531,0,1.0,0,0,
8_rand0,8,root_beam,-35.93096260548834,0.11191797256469727,0.003371437000168953,0.5000000000000011,0.4999999999999989,2,0.29157315080540924,"((((leaf_1,leaf_7),(leaf_3,leaf_5)),((leaf_2,leaf_4),leaf_8)),leaf_6);"
8_rand0,8,leaf_beam,-35.93096260548834,0.11191797256469727,0.02049222700043174,0.5000000000000011,0.4999999999999989,2,0.29157315080540924,"((((leaf_1,leaf_7),leaf_8),((leaf_2,leaf_4),(leaf_3,leaf_5))),leaf_6);"
8_rand0,8,bidirectional,-35.93096260548834,0.11191797256469727,0.019209885998861864,0.5000000000000011,0.4999999999999989,2,0.29157315080540924,"((((leaf_1,leaf_7),leaf_8),((leaf_2,leaf_4),(leaf_3,leaf_5))),leaf_6);"
8_rand1,8,root_greedy,-36.40193840345977,0.11133599281311035,0.0006566429983649869,0,1.0000000000000004,0,0,
8_rand1,8,root_beam,-36.40193840345977,0.11133599281311035,0.0017522180005471455,0.14285714285714168,0.8571428571428588,1,0.14285714285714168,"((((leaf_1,leaf_8),leaf_2),((leaf_4,leaf_5),(leaf_6,leaf_7))),leaf_3);"
8_rand1,8,leaf_beam,-36.40193840345977,0.11133599281311035,0.006283404998612241,0,1.0000000000000004,0,0,
8_rand1,8,bidirectional,-36.40193840345977,0.11133599281311035,0.00575948799996695,0,1.0000000000000004,0,0,
8_rand2,8,root_greedy,-38.21692799485987,0.1188056468963623,0.0008705010004632641,1.0,2.220446049250313e-16,3,0.4,"((((leaf_1,(leaf_4,leaf_6)),((leaf_2,leaf_8),leaf_3)),leaf_5),leaf_7);"
8_rand2,8,root_beam,-38.21692799485987,0.1188056468963623,0.0010210830005235039,1.0,2.220446049250313e-16,3,0.4999999999999981,"((((leaf_1,(leaf_4,leaf_7)),((leaf_2,leaf_6),leaf_3)),leaf_5),leaf_8);"
8_rand2,8,leaf_beam,-38.21692799485987,0.1188056468963623,0.008350918998985435,1.0,2.220446049250313e-16,3,0.4999999999999981,"((((leaf_1,(leaf_4,leaf_7)),((leaf_2,leaf_6),leaf_3)),leaf_5),leaf_8);"
8_rand2,8,bidirectional,-38.21692799485987,0.1188056468963623,0.008258321999164764,1.0,2.220446049250313e-16,3,0.4999999999999981,"((((leaf_1,(leaf_4,leaf_7)),((leaf_2,leaf_6),leaf_3)),leaf_5),leaf_8);"
12_rand0,12,root_greedy,-30.867238932379827,3.4536917209625244,0.00196203800078365,1.0,3.469446951953614e-17,4,0.5999999999999999,"(((((leaf_1,leaf_3),leaf_5),(leaf_4,leaf_8)),(((leaf_2,leaf_6),leaf_12),(leaf_9,(leaf_10,leaf_11)))),leaf_7);"
12_rand0,12,root_beam,-30.867238932379827,3.4536917209625244,0.007269235000421759,1.0,3.469446951953614e-17,4,0.5999999999999999,"(((((leaf_1,leaf_3),leaf_5),(leaf_4,leaf_8)),(((leaf_2,leaf_6),leaf_12),(leaf_9,(leaf_10,leaf_11)))),leaf_7);"
12_rand0,12,leaf_beam,-30.867238932379827,3.4536917209625244,0.07787228599954688,1.0,3.469446951953614e-17,4,0.5999999999999999,"(((((leaf_1,leaf_3),leaf_5),((leaf_2,leaf_6),leaf_12)),((leaf_4,leaf_8),(leaf_9,(leaf_10,leaf_11)))),leaf_7);"
12_rand0,12,bidirectional,-30.867238932379827,3.4536917209625244,0.0684390730002633,1.0,3.469446951953614e-17,4,0.5999999999999999,"(((((leaf_1,leaf_3),leaf_5),(leaf_4,leaf_8)),(((leaf_2,leaf_6),leaf_12),(leaf_9,(leaf_10,leaf_11)))),leaf_7);"
12_rand0,12,NNI_FrankWolfe,-30.867238932379827,3.4536917209625244,6.5377196239987825,0.919306237859017,0.080693762140983,12,0.15107890030631263,"((((leaf_1,leaf_8),((leaf_2,leaf_10),leaf_9)),(((leaf_3,leaf_6),leaf_12),((leaf_4,leaf_11),leaf_5))),leaf_7);"
12_rand1,12,root_greedy,-30.81376564812452,2.447329044342041,0.002992666999489302,0.9999999999999987,1.3322676295501878e-15,4,0.5000000000000009,"((((((leaf_1,leaf_10),(leaf_11,leaf_12)),leaf_7),leaf_4),(((leaf_2,leaf_6),leaf_8),(leaf_3,leaf_5))),leaf_9);"
12_rand1,12,root_beam,-30.81376564812452,2.447329044342041,0.0070855930007382995,0.9999999999999987,1.3322676295501878e-15,4,0.5000000000000009,"((((((leaf_1,leaf_10),(leaf_3,leaf_5)),leaf_7),leaf_4),(((leaf_2,leaf_6),leaf_8),(leaf_11,leaf_12))),leaf_9);"
12_rand1,12,leaf_beam,-30.81376564812452,2.447329044342041,0.07091240899899276,0.9999999999999987,1.3322676295501878e-15,4,0.5000000000000009,"(((((leaf_1,leaf_10),(leaf_11,leaf_12)),leaf_7),((((leaf_2,leaf_6),leaf_8),(leaf_3,leaf_5)),leaf_4)),leaf_9);"
12_rand1,12,bidirectional,-30.81376564812452,2.447329044342041,0.0641708759994799,0.9999999999999987,1.3322676295501878e-15,4,0.5000000000000009,"((((((leaf_1,leaf_10),(leaf_3,leaf_5)),leaf_7),leaf_4),(((leaf_2,leaf_6),leaf_8),(leaf_11,leaf_12))),leaf_9);"
12_rand2,12,root_greedy,-30.651600890643003,1.757636308670044,0.0014769289991818368,0,1.0,0,0,
12_rand2,12,root_beam,-30.651600890643003,1.757636308670044,0.0037520320001931395,0,1.0,0,0,
12_rand2,12,leaf_beam,-30.651600890643003,1.757636308670044,0.031760210998982075,0,1.0,0,0,
12_rand2,12,bidirectional,-30.651600890643003,1.757636308670044,0.026129313999263104,0,1.0,0,0,
