n,S,regime,rep,branch_mode,support_points,candidates,true_structural_rank,best_structural_rank,best_logL,true_topology_logL,best_minus_true,lp_score,build_s,solve_s
8,60,moderate,0,spectral,7,10,9999,3,-484.24629477948577,-441.78015164235603,-42.466143137129734,-152.11891099192303,2.302804470062256,0.8591275215148926
8,60,wide,0,spectral,7,7,9999,2,-409.23868268918466,-410.00439666532276,0.7657139761381018,-168.59593525305422,2.1618292331695557,1.094733715057373
