n,S,rep,eps,metric,rank,top1,top3,top5,top10,top20,top50,ml_true,eff,candidates,rf_top10
100,50,3,0.05,clade_log,1,True,True,True,True,True,True,1,4.404420987020484,120,0.0
100,50,3,0.05,bottleneck,1,True,True,True,True,True,True,1,4.404420987020484,120,0.0
100,50,3,0.05,split_sum,1,True,True,True,True,True,True,1,4.404420987020484,120,0.0
100,50,3,0.05,hybrid,1,True,True,True,True,True,True,1,4.404420987020484,120,0.0
100,50,3,0.15,split_log,1,True,True,True,True,True,True,1,8.455893577561227,120,0.0
100,50,3,0.15,clade_log,1,True,True,True,True,True,True,1,8.455893577561227,120,0.0
100,50,3,0.15,bottleneck,1,True,True,True,True,True,True,1,8.455893577561227,120,0.0
100,50,3,0.15,split_sum,1,True,True,True,True,True,True,1,8.455893577561227,120,0.0
100,50,3,0.15,hybrid,1,True,True,True,True,True,True,1,8.455893577561227,120,0.0
100,50,4,0.05,split_log,2,False,True,True,True,True,True,0,4.516954655497224,120,0.0
100,50,4,0.05,clade_log,2,False,True,True,True,True,True,0,4.516954655497224,120,0.0
100,50,4,0.05,bottleneck,2,False,True,True,True,True,True,0,4.516954655497224,120,0.0
100,50,4,0.05,split_sum,2,False,True,True,True,True,True,0,4.516954655497224,120,0.0
100,50,4,0.05,hybrid,2,False,True,True,True,True,True,0,4.516954655497224,120,0.0
100,50,4,0.15,split_log,1,True,True,True,True,True,True,1,4.119016465180498,120,0.0
100,50,4,0.15,clade_log,1,True,True,True,True,True,True,1,4.119016465180498,120,0.0
100,50,4,0.15,bottleneck,1,True,True,True,True,True,True,1,4.119016465180498,120,0.0
100,50,4,0.15,split_sum,1,True,True,True,True,True,True,1,4.119016465180498,120,0.0
100,50,4,0.15,hybrid,1,True,True,True,True,True,True,1,4.119016465180498,120,0.0
