n,S,regime,rep,mode,delta,anchors,facets,size_weight,max_flow,sampled_points,lp_score,primary_build_s,primary_solve_s,baseline_best,baseline_candidates,baseline_true_rank,local_score,couple_build_s,couple_solve_s,couple_wall_s,best_logL,best_structural_rank,best_bottleneck,candidates,true_rank,true_logL,best_minus_true,anchor_ids,variables,rows,qvars,cache_classes
12,30,moderate,0,two-point,2.0,6,3,equal,,,-191.48052030529362,0.8589327335357666,5.243597984313965,-338.5168310231691,15,9999,10.083675950455294,0.31966161727905273,2.7422730922698975,2.744980573654175,-326.26408005769594,13,0.22975860281419044,15,9999,-270.7467920544503,-55.51728800324565,"[9, 17, 22, 0, 2, 29]",318,1272,318,216
