tip t,internal t,exact max likelihood,plain McCormick upper,plain / exact,window-tightened upper,tight / exact
0.05,0.1,0.16905518825250368,0.20502794110274325,1.2127870384936668,0.1852848181112231,1.0960019625927042
0.1,0.2,0.11654279811881307,0.16872641330128782,1.4477635342964272,0.13766950831404462,1.1812785563436814
0.2,0.4,0.05926812465676767,0.11551076802409195,1.9489526401085828,0.07730689614557924,1.3043587357163287
0.5,0.5,0.019987104731922105,0.040827920935314906,2.0427131134259384,0.02478408713824091,1.2400038660255468
1.0,1.0,0.006065845390524436,0.010904939082853555,1.7977608034468455,0.006487016081080283,1.0694331397258765
