n,S,regime,rep,mode,delta,anchors,facets,size_weight,lp_score,primary_build_s,primary_solve_s,baseline_best,baseline_candidates,baseline_true_rank,local_score,couple_build_s,couple_solve_s,couple_wall_s,best_logL,best_structural_rank,best_bottleneck,candidates,true_rank,true_logL,best_minus_true,anchor_ids,variables,rows,qvars,cache_classes
12,30,moderate,0,spectral,2.0,6,3,inverse_flow,-75.24910969974795,4.007019519805908,6.516039133071899,-320.30717993501537,15,9999,3.6004657062605707,9.003630638122559,7.2612221240997314,7.26397705078125,-318.8322931996924,15,0.23403987104885104,15,9999,-270.7467920544503,-48.08550114524212,"[9, 17, 22, 0, 2, 29]",318,1272,318,216
