n,S,regime,rep,mode,delta,anchors,facets,size_weight,lp_score,primary_build_s,primary_solve_s,baseline_best,baseline_candidates,baseline_true_rank,local_score,couple_build_s,couple_solve_s,couple_wall_s,best_logL,best_structural_rank,best_bottleneck,candidates,true_rank,true_logL,best_minus_true,anchor_ids,variables,rows,qvars,cache_classes
12,30,moderate,0,spectral,0.0,6,3,equal,-75.24910969974795,3.390366792678833,7.450380563735962,-320.30717993501537,15,9999,10.291397930262418,8.940491676330566,8.438106775283813,8.440653562545776,-321.46714342150744,4,0.1482241628132166,15,9999,-270.7467920544503,-50.72035136705716,"[9, 17, 22, 0, 2, 29]",318,1272,318,216
12,30,moderate,0,spectral,2.0,6,3,equal,-75.24910969974795,3.404792547225952,5.145588397979736,-320.30717993501537,15,9999,10.560460513886598,9.3597731590271,5.0490617752075195,5.051495552062988,-305.10778531901184,13,0.09885461927475787,15,9999,-270.7467920544503,-34.36099326456156,"[9, 17, 22, 0, 2, 29]",318,1272,318,216
