n,S,regime,rep,mode,delta,anchors,facets,size_weight,lp_score,primary_build_s,primary_solve_s,baseline_best,baseline_candidates,baseline_true_rank,local_score,couple_build_s,couple_solve_s,couple_wall_s,best_logL,best_structural_rank,best_bottleneck,candidates,true_rank,true_logL,best_minus_true,anchor_ids,variables,rows,qvars,cache_classes
8,40,moderate,1,spectral,0.0,8,4,equal,-92.10627533371746,1.1917061805725098,0.5125844478607178,-302.6407559918249,20,9999,6.701640210122205,1.154026746749878,0.7688462734222412,0.7714509963989258,-284.81869652255085,6,0.20180729420388993,20,9999,-282.18239733730286,-2.6362991852479922,"[4, 5, 10, 6, 7, 25, 9, 8]",176,880,176,128
8,40,moderate,1,spectral,2.0,8,4,equal,-92.10627533371753,1.1476619243621826,0.5161788463592529,-302.6407559918249,20,9999,6.80595063304735,1.2117509841918945,0.5011680126190186,0.5036604404449463,-284.81869652255085,12,0.10516480052231914,20,9999,-282.18239733730286,-2.6362991852479922,"[4, 5, 10, 6, 7, 25, 9, 8]",176,880,176,128
8,40,wide,0,spectral,0.0,8,4,equal,-111.742949485594,2.15596866607666,0.5953061580657959,-295.6120190586375,12,9999,6.21495252360215,2.9131596088409424,1.2587425708770752,1.2617402076721191,-303.0108857505475,2,0.2596352425752114,10,9999,-294.9990969723718,-8.011788778175742,"[1, 10, 13, 18, 20, 11, 32, 25]",176,880,176,128
8,40,wide,0,spectral,2.0,8,4,equal,-111.74294948559402,2.248126268386841,0.6745445728302002,-295.6120190586375,12,9999,6.468410483539828,3.1753528118133545,1.1558640003204346,1.1589441299438477,-294.9217544170685,2,0.19903703803252715,20,9999,-294.9990969723718,0.07734255530328937,"[1, 10, 13, 18, 20, 11, 32, 25]",176,880,176,128
