step,parsimony_before,parsimony_after,parsimony_diff,logl_before,logl_after,logl_diff,rf_before,rf_after,rf_diff
995,114118,114128,10,-460156,-460557,-401.714,194,194,0
996,114128,113910,-218,-460557,-460145,412.089,194,194,0
998,113910,113808,-102,-460145,-458023,2121.7,194,194,0
999,113808,113713,-95,-458023,-456993,1030.33,194,194,0
1002,113713,113755,42,-456993,-457277,-284.222,194,194,0
1003,113755,113743,-12,-457277,-457224,52.888,194,194,0
1004,113743,113668,-75,-457224,-457110,114.372,194,194,0
1005,113668,113654,-14,-457110,-456328,781.914,194,194,0
1006,113654,113520,-134,-456328,-456178,150.095,194,194,0
1007,113520,113456,-64,-456178,-456089,88.6884,194,194,0
1008,113456,113544,88,-456089,-456610,-520.537,194,194,0
1009,113544,113311,-233,-456610,-455619,991.036,194,194,0
1010,113311,113457,146,-455619,-455816,-197.44,194,194,0
1011,113457,113467,10,-455816,-455891,-74.4071,194,194,0
1012,113467,113563,96,-455891,-456219,-327.859,194,194,0
1013,113563,113474,-89,-456219,-456199,19.4675,194,194,0
1014,113474,113511,37,-456199,-456269,-70.1857,194,194,0
1015,113511,113459,-52,-456269,-455908,361.287,194,194,0
1016,113459,113579,120,-455908,-456029,-121.234,194,194,0
1017,113579,113634,55,-456029,-455971,58.0975,194,194,0
1019,113634,113539,-95,-455971,-455270,701.223,194,194,0
1020,113539,113336,-203,-455270,-453881,1388.65,194,194,0
1021,113336,113362,26,-453881,-454488,-607.106,194,194,0
1023,113362,113325,-37,-454488,-454840,-351.971,194,194,0
1024,113325,113368,43,-454840,-455331,-490.641,194,194,0
1025,113368,113439,71,-455331,-454945,386.373,194,194,0
1026,113439,113411,-28,-454945,-455387,-442.028,194,194,0
1027,113411,113623,212,-455387,-455996,-609.64,194,194,0
1028,113623,113733,110,-455996,-456170,-173.529,194,194,0
1029,113733,113885,152,-456170,-456141,28.9619,194,194,0
1030,113885,113842,-43,-456141,-454672,1468.65,194,194,0
1031,113842,113860,18,-454672,-454836,-163.906,194,194,0
1032,113860,113794,-66,-454836,-454576,259.642,194,194,0
1033,113794,113783,-11,-454576,-455055,-478.976,194,194,0
1034,113783,113657,-126,-455055,-454755,300.857,194,194,0
1035,113657,113643,-14,-454755,-454767,-11.9362,194,194,0
1036,113643,113714,71,-454767,-454436,330.199,194,194,0
1037,113714,113810,96,-454436,-454869,-432.236,194,194,0
1038,113810,113868,58,-454869,-454557,311.518,194,194,0
1039,113868,113746,-122,-454557,-454241,316.128,194,194,0
1040,113746,113770,24,-454241,-454347,-106.568,194,194,0
1041,113770,113691,-79,-454347,-454260,87.5234,194,194,0
1042,113691,113768,77,-454260,-454550,-289.586,194,194,0
1043,113768,113658,-110,-454550,-455922,-1372.55,194,194,0
1044,113658,113649,-9,-455922,-455741,180.933,194,194,0
1045,113649,113689,40,-455741,-455723,18.5972,194,194,0
1046,113689,113674,-15,-455723,-455524,198.717,194,194,0
1047,113674,113665,-9,-455524,-455508,15.7361,194,194,0
1048,113665,113714,49,-455508,-455163,344.643,194,194,0
1049,113714,113717,3,-455163,-455228,-64.0396,194,194,0
1050,113717,113804,87,-455228,-455244,-16.7229,194,194,0
1051,113804,113857,53,-455244,-455667,-423.249,194,194,0
1052,113857,113696,-161,-455667,-455023,644.008,194,194,0
1053,113696,113902,206,-455023,-455469,-445.494,194,194,0
1054,113902,113834,-68,-455469,-455712,-243.426,194,194,0
1055,113834,113874,40,-455712,-455530,181.979,194,194,0
1056,113874,113889,15,-455530,-455611,-80.4954,194,194,0
1057,113889,113813,-76,-455611,-455522,88.485,194,194,0
1058,113813,113928,115,-455522,-452972,2550.56,194,194,0
1059,113928,113796,-132,-452972,-452852,119.38,194,194,0
1060,113796,113779,-17,-452852,-452016,836.059,194,194,0
1061,113779,113740,-39,-452016,-452405,-388.801,194,194,0
1062,113740,113879,139,-452405,-451267,1138.15,194,194,0
1063,113879,113912,33,-451267,-451776,-508.887,194,194,0
1064,113912,113937,25,-451776,-451456,319.797,194,194,0
1065,113937,113767,-170,-451456,-451206,250.281,194,194,0
1066,113767,113749,-18,-451206,-450833,372.686,194,194,0
1067,113749,113903,154,-450833,-451331,-498.037,194,194,0
1068,113903,113912,9,-451331,-451803,-471.817,194,194,0
1069,113912,113833,-79,-451803,-451891,-88.0959,194,194,0
1070,113833,114028,195,-451891,-452857,-965.887,194,194,0
1071,114028,114093,65,-452857,-452935,-77.7157,194,194,0
1072,114093,114099,6,-452935,-452785,149.708,194,194,0
1073,114099,114107,8,-452785,-452896,-111.086,194,194,0
1074,114107,114108,1,-452896,-452746,150.482,194,194,0
1075,114108,114096,-12,-452746,-452512,233.402,194,194,0
1076,114096,114056,-40,-452512,-452359,152.834,194,194,0
1077,114056,114043,-13,-452359,-452311,48.692,194,194,0
1078,114043,114049,6,-452311,-452490,-178.846,194,194,0
1079,114049,113483,-566,-452490,-450711,1778.92,194,194,0
1080,113483,113486,3,-450711,-450845,-134.292,194,194,0
1081,113486,113249,-237,-450845,-449746,1099.38,194,194,0
1083,113249,113326,77,-449746,-450029,-283.688,194,194,0
1084,113326,113325,-1,-450029,-450619,-589.452,194,194,0
1085,113325,113322,-3,-450619,-451026,-407.693,194,194,0
1086,113322,113315,-7,-451026,-450770,256.546,194,194,0
1087,113315,113340,25,-450770,-451457,-687.217,194,194,0
1088,113340,113364,24,-451457,-451597,-139.795,194,194,0
1089,113364,113439,75,-451597,-451350,246.563,194,194,0
1090,113439,113494,55,-451350,-451209,140.822,194,194,0
1091,113494,113580,86,-451209,-451222,-12.4761,194,194,0
1092,113580,113485,-95,-451222,-451103,119.441,194,194,0
1093,113485,113468,-17,-451103,-450643,459.863,194,194,0
1094,113468,113472,4,-450643,-451015,-372.527,194,194,0
1095,113472,113374,-98,-451015,-450641,374.464,194,194,0
1096,113374,113294,-80,-450641,-451022,-381.32,194,194,0
1097,113294,113120,-174,-451022,-450864,157.574,194,194,0
1099,113120,112911,-209,-450864,-450766,98.1321,194,194,0
1100,112911,112859,-52,-450766,-450394,371.864,194,194,0
1101,112859,113320,461,-450394,-451698,-1303.5,194,194,0
1102,113320,113247,-73,-451698,-451041,657.035,194,194,0
1104,113247,113276,29,-451041,-451969,-928.284,194,194,0
1105,113276,113227,-49,-451969,-451915,54.467,194,194,0
1106,113227,113357,130,-451915,-451829,85.5965,194,194,0
1107,113357,113548,191,-451829,-451850,-21.3067,194,194,0
1108,113548,113577,29,-451850,-452163,-312.864,194,194,0
1109,113577,113461,-116,-452163,-451510,653.755,194,194,0
1110,113461,113547,86,-451510,-452263,-753.273,194,194,0
1111,113547,113526,-21,-452263,-451509,753.463,194,194,0
1112,113526,113290,-236,-451509,-450785,724.271,194,194,0
1113,113290,113330,40,-450785,-451306,-520.872,194,194,0
1114,113330,113376,46,-451306,-451372,-65.6646,194,194,0
1115,113376,113451,75,-451372,-451472,-100.009,194,194,0
1116,113451,113403,-48,-451472,-449662,1809.22,194,194,0
1118,113403,113494,91,-449662,-450066,-403.314,194,194,0
1119,113494,113702,208,-450066,-450327,-261.682,194,194,0
1121,113702,113994,292,-450327,-450719,-391.45,194,194,0
1122,113994,114036,42,-450719,-450739,-19.6331,194,194,0
1123,114036,114106,70,-450739,-451598,-859.67,194,194,0
1124,114106,114113,7,-451598,-450811,787.446,194,194,0
1126,114113,114176,63,-450811,-451541,-730.313,194,194,0
1127,114176,114293,117,-451541,-451489,51.577,194,194,0
1128,114293,114247,-46,-451489,-452034,-544.277,194,194,0
1129,114247,114092,-155,-452034,-451058,976.019,194,194,0
1130,114092,114146,54,-451058,-450620,438.04,194,194,0
1131,114146,114192,46,-450620,-450568,52.1782,194,194,0
1132,114192,114186,-6,-450568,-449449,1119.01,194,194,0
1133,114186,114311,125,-449449,-451599,-2150.19,194,194,0
1134,114311,114288,-23,-451599,-452392,-793.229,194,194,0
1135,114288,114225,-63,-452392,-452411,-18.618,194,194,0
1136,114225,114095,-130,-452411,-450287,2123.07,194,194,0
1137,114095,114060,-35,-450287,-450115,172.881,194,194,0
1138,114060,113980,-80,-450115,-450175,-60.3793,194,194,0
1139,113980,113971,-9,-450175,-450353,-178.092,194,194,0
1140,113971,113896,-75,-450353,-449993,360.407,194,194,0
1141,113896,113887,-9,-449993,-449940,52.6881,194,194,0
1143,113887,114018,131,-449940,-448785,1155.26,194,194,0
1144,114018,114072,54,-448785,-448906,-121.151,194,194,0
1145,114072,114081,9,-448906,-450407,-1501.64,194,194,0
1146,114081,114067,-14,-450407,-450554,-146.867,194,194,0
1147,114067,114021,-46,-450554,-450497,57.8053,194,194,0
1148,114021,114070,49,-450497,-450752,-255.714,194,194,0
1149,114070,114016,-54,-450752,-450806,-54.0667,194,194,0
1150,114016,114085,69,-450806,-451629,-822.685,194,194,0
1151,114085,114088,3,-451629,-451692,-62.864,194,194,0
1152,114088,114056,-32,-451692,-448997,2694.95,194,194,0
1153,114056,113966,-90,-448997,-449119,-121.69,194,194,0
1154,113966,113811,-155,-449119,-448915,203.743,194,194,0
1155,113811,113623,-188,-448915,-447749,1165.63,194,194,0
1157,113623,113691,68,-447749,-447662,87.1714,194,194,0
1159,113691,113851,160,-447662,-447350,311.701,194,194,0
1160,113851,113799,-52,-447350,-447910,-559.542,194,194,0
1161,113799,113725,-74,-447910,-447477,433.07,194,194,0
1162,113725,112789,-936,-447477,-444618,2858.8,194,192,-2
1163,112789,112802,13,-444618,-444626,-7.66199,192,192,0
1164,112802,112839,37,-444626,-445408,-782.791,192,192,0
1165,112839,112628,-211,-445408,-445405,3.64985,192,192,0
1166,112628,112730,102,-445405,-446017,-612.332,192,192,0
1167,112730,112876,146,-446017,-445916,101.123,192,192,0
1168,112876,112954,78,-445916,-446741,-825.352,192,192,0
1169,112954,112923,-31,-446741,-446714,27.0616,192,192,0
1170,112923,112859,-64,-446714,-446944,-230.022,192,192,0
1172,112859,112971,112,-446944,-447399,-454.882,192,192,0
1173,112971,113093,122,-447399,-446392,1006.76,192,192,0
1174,113093,113160,67,-446392,-447241,-848.923,192,192,0
1175,113160,113167,7,-447241,-447530,-289.005,192,192,0
1176,113167,113297,130,-447530,-447482,48.758,192,192,0
1177,113297,113357,60,-447482,-447636,-153.909,192,192,0
1178,113357,113423,66,-447636,-447635,0.540855,192,192,0
1179,113423,113407,-16,-447635,-447477,158.341,192,192,0
1180,113407,113593,186,-447477,-448974,-1496.95,192,192,0
1181,113593,113479,-114,-448974,-448952,21.2766,192,192,0
1182,113479,113489,10,-448952,-448181,771.15,192,192,0
1183,113489,113495,6,-448181,-448674,-492.969,192,192,0
1184,113495,113706,211,-448674,-450056,-1381.43,192,192,0
1185,113706,113644,-62,-450056,-450057,-1.40331,192,192,0
1186,113644,113781,137,-450057,-451107,-1050.18,192,192,0
1187,113781,113717,-64,-451107,-450766,340.722,192,192,0
1188,113717,113802,85,-450766,-451877,-1110.33,192,192,0
1189,113802,113554,-248,-451877,-452127,-250.692,192,192,0
1191,113554,113500,-54,-452127,-451679,448.252,192,192,0
1192,113500,113463,-37,-451679,-451471,208.104,192,192,0
1193,113463,113611,148,-451471,-452456,-984.67,192,192,0
1194,113611,113522,-89,-452456,-452322,133.936,192,192,0
1195,113522,113462,-60,-452322,-452516,-194.018,192,192,0
1196,113462,112884,-578,-452516,-450991,1524.57,192,192,0
1197,112884,112891,7,-450991,-451044,-52.5555,192,192,0
1198,112891,112889,-2,-451044,-450549,494.625,192,192,0
1199,112889,112962,73,-450549,-450595,-46.2376,192,192,0
1200,112962,112928,-34,-450595,-450178,417.146,192,192,0
1201,112928,112931,3,-450178,-450268,-89.8561,192,192,0
1202,112931,112793,-138,-450268,-449777,491.258,192,192,0
1203,112793,112814,21,-449777,-449914,-136.758,192,192,0
1204,112814,112810,-4,-449914,-450894,-979.892,192,192,0
1205,112810,112974,164,-450894,-452327,-1433.58,192,192,0
1206,112974,112871,-103,-452327,-452701,-373.972,192,192,0
1207,112871,112888,17,-452701,-452329,371.804,192,192,0
1208,112888,112762,-126,-452329,-452167,162.034,192,192,0
1209,112762,112835,73,-452167,-452565,-397.943,192,192,0
1210,112835,112964,129,-452565,-452417,148.495,192,192,0
1211,112964,112448,-516,-452417,-450907,1509.88,192,192,0
1213,112448,112491,43,-450907,-448867,2040.03,192,192,0
1214,112491,112449,-42,-448867,-448632,235.276,192,192,0
1215,112449,112147,-302,-448632,-448708,-76.4739,192,192,0
1216,112147,112601,454,-448708,-451392,-2684.05,192,192,0
1217,112601,112598,-3,-451392,-451115,277.181,192,192,0
1218,112598,112497,-101,-451115,-450439,676.005,192,192,0
1221,112497,112580,83,-450439,-450673,-234.058,192,192,0
1222,112580,112491,-89,-450673,-450251,422.054,192,192,0
1223,112491,112201,-290,-450251,-450491,-239.855,192,192,0
1225,112201,112145,-56,-450491,-449977,513.484,192,192,0
1226,112145,112305,160,-449977,-450236,-258.517,192,192,0
1227,112305,111974,-331,-450236,-449267,968.34,192,192,0
1228,111974,111947,-27,-449267,-449145,122.015,192,192,0
1229,111947,112066,119,-449145,-449539,-393.763,192,192,0
1230,112066,112138,72,-449539,-450000,-460.871,192,192,0
1231,112138,112006,-132,-450000,-450091,-91.0131,192,192,0
1232,112006,112004,-2,-450091,-450195,-103.506,192,192,0
1233,112004,112076,72,-450195,-450044,150.799,192,192,0
1235,112076,112096,20,-450044,-449919,125.11,192,192,0
1236,112096,111936,-160,-449919,-449627,292.112,192,192,0
1237,111936,111882,-54,-449627,-449458,168.344,192,192,0
1238,111882,111750,-132,-449458,-449274,184.438,192,192,0
1239,111750,111752,2,-449274,-449564,-289.99,192,192,0
1240,111752,111732,-20,-449564,-449587,-22.7671,192,192,0
1241,111732,111743,11,-449587,-449825,-238.88,192,192,0
1242,111743,111734,-9,-449825,-449574,251.031,192,192,0
1243,111734,111737,3,-449574,-449600,-25.1655,192,192,0
1245,111737,111486,-251,-449600,-447190,2409.77,192,192,0
1246,111486,111588,102,-447190,-447311,-120.837,192,192,0
1247,111588,111953,365,-447311,-448285,-974.523,192,192,0
1248,111953,111942,-11,-448285,-448499,-213.85,192,192,0
1249,111942,111832,-110,-448499,-448912,-412.871,192,192,0
1250,111832,111241,-591,-448912,-446828,2083.56,192,192,0
1251,111241,111226,-15,-446828,-446707,121.711,192,192,0
1252,111226,111196,-30,-446707,-446147,559.375,192,192,0
1253,111196,111148,-48,-446147,-445976,171.05,192,192,0
1254,111148,111171,23,-445976,-445954,22.267,192,192,0
1255,111171,111135,-36,-445954,-446037,-82.9855,192,192,0
1256,111135,111292,157,-446037,-446015,22.1894,192,192,0
1257,111292,111338,46,-446015,-445165,849.373,192,192,0
1258,111338,111376,38,-445165,-445328,-162.574,192,192,0
1259,111376,111345,-31,-445328,-444346,982.24,192,192,0
1260,111345,111332,-13,-444346,-444432,-86.1684,192,192,0
1261,111332,112424,1092,-444432,-446648,-2215.99,192,192,0
1262,112424,112927,503,-446648,-448716,-2068.01,192,194,2
1263,112927,112936,9,-448716,-448308,408.317,194,194,0
1264,112936,112581,-355,-448308,-447653,654.161,194,194,0
1265,112581,112539,-42,-447653,-447741,-87.3841,194,194,0
1266,112539,112424,-115,-447741,-447546,194.462,194,194,0
1267,112424,112512,88,-447546,-447999,-452.396,194,194,0
1268,112512,112483,-29,-447999,-446802,1196.59,194,194,0
1269,112483,112559,76,-446802,-446807,-5.04363,194,194,0
1270,112559,112436,-123,-446807,-446752,55.0846,194,194,0
1271,112436,112288,-148,-446752,-446518,234.035,194,194,0
1273,112288,112291,3,-446518,-446488,30.0375,194,194,0
1274,112291,112311,20,-446488,-447059,-570.71,194,194,0
1275,112311,112223,-88,-447059,-446464,594.539,194,194,0
1276,112223,112322,99,-446464,-446380,83.8277,194,194,0
1277,112322,112333,11,-446380,-446507,-126.205,194,194,0
1278,112333,112240,-93,-446507,-445671,835.701,194,194,0
1279,112240,112178,-62,-445671,-445290,381.159,194,194,0
1280,112178,112113,-65,-445290,-446670,-1380.63,194,194,0
1281,112113,112109,-4,-446670,-447041,-371.042,194,194,0
1282,112109,111887,-222,-447041,-445539,1502.15,194,194,0
1283,111887,111943,56,-445539,-445671,-131.463,194,194,0
1284,111943,112002,59,-445671,-445541,129.743,194,194,0
1285,112002,111967,-35,-445541,-445574,-32.8043,194,194,0
1287,111967,111963,-4,-445574,-444627,946.362,194,194,0
1288,111963,111939,-24,-444627,-444116,511.595,194,194,0
1289,111939,111877,-62,-444116,-442262,1854.18,194,194,0
1290,111877,112299,422,-442262,-442896,-634.673,194,194,0
1291,112299,112043,-256,-442896,-442039,857.374,194,194,0
1292,112043,112017,-26,-442039,-442162,-123.037,194,194,0
1293,112017,111798,-219,-442162,-440757,1405.03,194,194,0
1294,111798,111821,23,-440757,-440982,-225.299,194,194,0
1295,111821,112165,344,-440982,-442591,-1608.94,194,194,0
1296,112165,112395,230,-442591,-443203,-611.481,194,194,0
1297,112395,112261,-134,-443203,-443005,197.378,194,194,0
1298,112261,112218,-43,-443005,-442860,145.074,194,194,0
1299,112218,112194,-24,-442860,-441468,1391.82,194,194,0
1300,112194,112228,34,-441468,-441131,337.554,194,194,0
1301,112228,112279,51,-441131,-440973,157.726,194,194,0
1302,112279,112701,422,-440973,-442350,-1377.23,194,194,0
1303,112701,112405,-296,-442350,-442408,-57.8127,194,194,0
1304,112405,112394,-11,-442408,-443399,-990.629,194,194,0
1305,112394,112531,137,-443399,-444134,-735.69,194,194,0
1306,112531,112437,-94,-444134,-443231,903.873,194,194,0
1307,112437,112426,-11,-443231,-444047,-816.32,194,194,0
1308,112426,112544,118,-444047,-443861,185.566,194,194,0
1309,112544,113049,505,-443861,-445903,-2041.54,194,194,0
1310,113049,113259,210,-445903,-446008,-105.039,194,194,0
1311,113259,113116,-143,-446008,-445085,923.334,194,194,0
1312,113116,113108,-8,-445085,-444933,151.988,194,194,0
1313,113108,113127,19,-444933,-444904,28.1772,194,194,0
1314,113127,113125,-2,-444904,-445761,-856.878,194,194,0
1315,113125,113185,60,-445761,-445995,-234.054,194,194,0
1316,113185,113204,19,-445995,-445965,30.7197,194,194,0
1317,113204,113240,36,-445965,-446139,-174.532,194,194,0
1318,113240,113358,118,-446139,-446630,-490.748,194,194,0
1319,113358,113312,-46,-446630,-447197,-567.268,194,194,0
1320,113312,113317,5,-447197,-447226,-28.8877,194,194,0
1321,113317,113718,401,-447226,-448975,-1749.12,194,194,0
1323,113718,113926,208,-448975,-450631,-1655.41,194,194,0
1324,113926,113758,-168,-450631,-448074,2556.83,194,194,0
1325,113758,113791,33,-448074,-447737,337.028,194,194,0
1326,113791,113966,175,-447737,-448415,-678.531,194,194,0
1327,113966,114009,43,-448415,-449187,-771.982,194,194,0
1328,114009,113991,-18,-449187,-448699,487.724,194,194,0
1329,113991,114106,115,-448699,-449451,-751.461,194,194,0
1330,114106,114130,24,-449451,-449189,262.048,194,194,0
1331,114130,114074,-56,-449189,-449186,3.08826,194,194,0
1332,114074,113970,-104,-449186,-448034,1151.82,194,194,0
1333,113970,114184,214,-448034,-448949,-914.651,194,194,0
1335,114184,114166,-18,-448949,-448725,223.872,194,194,0
1336,114166,114186,20,-448725,-449532,-807.074,194,194,0
1337,114186,114192,6,-449532,-449586,-54.4367,194,194,0
1338,114192,114201,9,-449586,-448754,831.769,194,194,0
1339,114201,114222,21,-448754,-448799,-44.7409,194,194,0
1340,114222,114206,-16,-448799,-449532,-732.518,194,194,0
1341,114206,114269,63,-449532,-449679,-147.685,194,194,0
1342,114269,114169,-100,-449679,-450285,-605.265,194,194,0
1343,114169,114184,15,-450285,-450431,-146.326,194,194,0
1344,114184,114280,96,-450431,-449460,971.342,194,194,0
1345,114280,114182,-98,-449460,-449838,-378.099,194,194,0
1346,114182,114096,-86,-449838,-448918,920.255,194,194,0
1347,114096,114316,220,-448918,-449925,-1007.46,194,194,0
1348,114316,114235,-81,-449925,-449959,-33.8924,194,194,0
1350,114235,114311,76,-449959,-449871,88.069,194,194,0
1351,114311,114309,-2,-449871,-450295,-424.141,194,194,0
1352,114309,114305,-4,-450295,-449573,721.866,194,194,0
1353,114305,114237,-68,-449573,-449941,-368.235,194,194,0
1354,114237,114111,-126,-449941,-450038,-96.7869,194,194,0
1355,114111,114133,22,-450038,-449830,207.802,194,194,0
1356,114133,113699,-434,-449830,-447958,1871.97,194,194,0
1357,113699,113992,293,-447958,-449253,-1294.59,194,194,0
1358,113992,114075,83,-449253,-450389,-1135.88,194,194,0
1359,114075,114089,14,-450389,-450567,-178.609,194,194,0
1360,114089,113855,-234,-450567,-448265,2302.25,194,194,0
1361,113855,113727,-128,-448265,-447387,878.113,194,194,0
1362,113727,113437,-290,-447387,-446992,394.839,194,194,0
1363,113437,113514,77,-446992,-446950,41.9823,194,194,0
1364,113514,113725,211,-446950,-447214,-263.682,194,194,0
1365,113725,113589,-136,-447214,-446633,580.451,194,194,0
1366,113589,113687,98,-446633,-446675,-41.028,194,194,0
1367,113687,113674,-13,-446675,-446459,215.511,194,194,0
1368,113674,113800,126,-446459,-448032,-1573.18,194,194,0
1369,113800,113888,88,-448032,-447919,112.735,194,194,0
1370,113888,113987,99,-447919,-448104,-184.557,194,194,0
1371,113987,114106,119,-448104,-448454,-349.867,194,194,0
1372,114106,114127,21,-448454,-448652,-197.922,194,194,0
1373,114127,114132,5,-448652,-448642,10.1962,194,194,0
1374,114132,114074,-58,-448642,-448611,30.7674,194,194,0
1375,114074,114151,77,-448611,-448744,-133.358,194,194,0
1376,114151,114158,7,-448744,-448522,222.251,194,194,0
1377,114158,114299,141,-448522,-448952,-430.447,194,194,0
1378,114299,114258,-41,-448952,-449224,-271.934,194,194,0
1379,114258,114195,-63,-449224,-449762,-538.154,194,194,0
1380,114195,113805,-390,-449762,-448663,1099.39,194,194,0
1382,113805,113906,101,-448663,-449252,-589.195,194,194,0
1383,113906,113831,-75,-449252,-448448,804.387,194,194,0
1384,113831,113753,-78,-448448,-448698,-249.941,194,194,0
1385,113753,113896,143,-448698,-449163,-465.611,194,194,0
1386,113896,114390,494,-449163,-450240,-1076.89,194,194,0
1387,114390,114452,62,-450240,-451158,-917.311,194,194,0
1388,114452,114532,80,-451158,-451513,-355.699,194,194,0
1389,114532,114545,13,-451513,-450725,788.578,194,194,0
1390,114545,114512,-33,-450725,-450732,-7.68207,194,194,0
1391,114512,114416,-96,-450732,-450418,314.428,194,194,0
1392,114416,114425,9,-450418,-450289,128.821,194,194,0
1393,114425,114388,-37,-450289,-450834,-544.727,194,194,0
1394,114388,114679,291,-450834,-451385,-551.021,194,194,0
1395,114679,114651,-28,-451385,-451413,-28.0502,194,194,0
1397,114651,114702,51,-451413,-451870,-456.816,194,194,0
1398,114702,114686,-16,-451870,-451865,5.24127,194,194,0
1399,114686,114687,1,-451865,-452465,-600.637,194,194,0
1400,114687,114669,-18,-452465,-452260,204.734,194,194,0
1401,114669,114638,-31,-452260,-452571,-310.315,194,194,0
1402,114638,114393,-245,-452571,-452376,195.282,194,194,0
1403,114393,114426,33,-452376,-452063,312.097,194,194,0
1404,114426,114629,203,-452063,-453523,-1459.37,194,194,0
1405,114629,114515,-114,-453523,-453758,-235.391,194,194,0
1406,114515,114513,-2,-453758,-455272,-1513.91,194,194,0
1407,114513,114410,-103,-455272,-455442,-169.672,194,194,0
1408,114410,114399,-11,-455442,-456543,-1101.48,194,194,0
1409,114399,114504,105,-456543,-457487,-943.456,194,194,0
1410,114504,114482,-22,-457487,-457524,-37.2309,194,194,0
1411,114482,114483,1,-457524,-456668,855.938,194,194,0
1412,114483,114526,43,-456668,-456768,-100.169,194,194,0
1413,114526,114641,115,-456768,-456949,-180.674,194,194,0
1414,114641,114836,195,-456949,-459545,-2596.48,194,194,0
1415,114836,114809,-27,-459545,-458841,704.588,194,194,0
1416,114809,114745,-64,-458841,-458826,14.2934,194,194,0
1417,114745,114904,159,-458826,-459062,-235.467,194,194,0
1418,114904,114779,-125,-459062,-457940,1121.54,194,194,0
1419,114779,114710,-69,-457940,-457830,110.428,194,194,0
1420,114710,114617,-93,-457830,-457440,389.884,194,194,0
1421,114617,114548,-69,-457440,-456957,483.265,194,194,0
1422,114548,114046,-502,-456957,-454758,2198.73,194,194,0
1423,114046,114115,69,-454758,-454709,49.5088,194,194,0
1424,114115,114020,-95,-454709,-454722,-12.9892,194,194,0
1425,114020,114073,53,-454722,-454360,361.784,194,194,0
1426,114073,114006,-67,-454360,-453359,1000.89,194,194,0
1427,114006,113927,-79,-453359,-452841,518.18,194,194,0
1428,113927,113668,-259,-452841,-451431,1409.34,194,194,0
1429,113668,113656,-12,-451431,-452011,-579.86,194,194,0
1430,113656,113619,-37,-452011,-452132,-120.613,194,194,0
1431,113619,113957,338,-452132,-453979,-1847.37,194,194,0
1432,113957,113838,-119,-453979,-451898,2081.44,194,194,0
1434,113838,114090,252,-451898,-454429,-2531.14,194,194,0
1435,114090,113713,-377,-454429,-454664,-235.239,194,194,0
1436,113713,113610,-103,-454664,-454661,2.93612,194,194,0
1437,113610,113746,136,-454661,-455617,-955.636,194,194,0
1438,113746,113657,-89,-455617,-453901,1715.88,194,194,0
1439,113657,113669,12,-453901,-453820,80.9498,194,194,0
1440,113669,113742,73,-453820,-454149,-328.925,194,194,0
1441,113742,113651,-91,-454149,-454175,-26.1531,194,194,0
1442,113651,113636,-15,-454175,-453814,361.22,194,194,0
1443,113636,113517,-119,-453814,-453419,394.341,194,194,0
1444,113517,113716,199,-453419,-454980,-1560.87,194,194,0
1446,113716,113691,-25,-454980,-455085,-104.507,194,194,0
1448,113691,113795,104,-455085,-454189,895.798,194,194,0
1449,113795,114217,422,-454189,-455652,-1462.58,194,194,0
1450,114217,113825,-392,-455652,-454378,1273.85,194,194,0
1451,113825,113817,-8,-454378,-454427,-48.8605,194,194,0
1453,113817,113906,89,-454427,-455062,-635.657,194,194,0
1454,113906,113910,4,-455062,-454848,213.819,194,194,0
1455,113910,114019,109,-454848,-454162,686.029,194,194,0
1456,114019,114105,86,-454162,-455252,-1089.62,194,194,0
1457,114105,113870,-235,-455252,-455076,175.815,194,194,0
1458,113870,113759,-111,-455076,-455015,61.3416,194,194,0
1459,113759,113849,90,-455015,-453748,1267.26,194,194,0
1460,113849,113914,65,-453748,-454102,-354.165,194,194,0
1461,113914,113897,-17,-454102,-454058,44.1955,194,194,0
1462,113897,113907,10,-454058,-454830,-772.706,194,194,0
1464,113907,113929,22,-454830,-454818,12.7033,194,194,0
1465,113929,113910,-19,-454818,-454757,60.7179,194,194,0
1466,113910,114000,90,-454757,-454766,-8.99585,194,194,0
1467,114000,114023,23,-454766,-454946,-180.015,194,194,0
1468,114023,113913,-110,-454946,-453868,1078.35,194,194,0
1469,113913,113986,73,-453868,-453097,770.092,194,194,0
1470,113986,113548,-438,-453097,-451454,1643.2,194,194,0
1471,113548,113452,-96,-451454,-451601,-146.52,194,194,0
1472,113452,113317,-135,-451601,-451323,277.909,194,194,0
1473,113317,113170,-147,-451323,-451741,-418.176,194,194,0
1474,113170,113118,-52,-451741,-452570,-829.413,194,194,0
1475,113118,113190,72,-452570,-452852,-281.562,194,194,0
1476,113190,113077,-113,-452852,-452666,186.166,194,194,0
1477,113077,113100,23,-452666,-452626,40.1476,194,194,0
1480,113100,113374,274,-452626,-452676,-50.6459,194,194,0
1481,113374,113674,300,-452676,-452894,-217.347,194,194,0
1482,113674,112467,-1207,-452894,-449083,3810.41,194,192,-2
1483,112467,112452,-15,-449083,-449111,-27.8216,192,192,0
1484,112452,112412,-40,-449111,-448812,299.004,192,192,0
1485,112412,112399,-13,-448812,-449439,-626.995,192,192,0
1486,112399,112418,19,-449439,-450318,-878.693,192,192,0
1487,112418,112407,-11,-450318,-450366,-47.812,192,192,0
1488,112407,112451,44,-450366,-450446,-80.0542,192,192,0
1489,112451,112471,20,-450446,-451231,-785.574,192,192,0
