step,parsimony_before,parsimony_after,parsimony_diff,logl_before,logl_after,logl_diff,rf_before,rf_after,rf_diff
492,113907,113746,-161,-467481,-466001,1479.95,194,194,0
493,113746,114063,317,-466001,-466178,-177.538,194,194,0
494,114063,114038,-25,-466178,-465625,553.02,194,194,0
495,114038,114122,84,-465625,-465194,431.574,194,194,0
496,114122,113874,-248,-465194,-464895,298.911,194,194,0
497,113874,113694,-180,-464895,-463926,968.409,194,194,0
498,113694,113726,32,-463926,-464089,-162.514,194,194,0
499,113726,113520,-206,-464089,-463813,275.343,194,194,0
500,113520,113496,-24,-463813,-463912,-98.5094,194,194,0
501,113496,113753,257,-463912,-464687,-775.37,194,194,0
502,113753,113654,-99,-464687,-463523,1163.86,194,194,0
503,113654,113770,116,-463523,-463071,452.861,194,194,0
504,113770,113924,154,-463071,-463988,-917.365,194,194,0
505,113924,113808,-116,-463988,-463873,115.327,194,194,0
506,113808,113800,-8,-463873,-463866,6.58437,194,194,0
507,113800,113732,-68,-463866,-464234,-368.366,194,194,0
509,113732,113932,200,-464234,-466885,-2650.53,194,194,0
510,113932,113974,42,-466885,-466819,65.4626,194,194,0
511,113974,114063,89,-466819,-467580,-760.682,194,194,0
512,114063,114281,218,-467580,-467867,-286.958,194,194,0
513,114281,114381,100,-467867,-468444,-576.603,194,194,0
514,114381,114055,-326,-468444,-468512,-68.2506,194,194,0
515,114055,114046,-9,-468512,-468635,-123.331,194,194,0
516,114046,113958,-88,-468635,-468295,339.827,194,194,0
517,113958,113991,33,-468295,-468355,-59.2911,194,194,0
519,113991,114055,64,-468355,-468851,-496.61,194,194,0
520,114055,114036,-19,-468851,-468840,11.7828,194,194,0
521,114036,114089,53,-468840,-469569,-729.466,194,194,0
522,114089,114177,88,-469569,-468864,705.091,194,194,0
523,114177,114207,30,-468864,-469030,-165.931,194,194,0
524,114207,114210,3,-469030,-469333,-303.066,194,194,0
525,114210,114130,-80,-469333,-469502,-168.947,194,194,0
526,114130,114002,-128,-469502,-469635,-132.68,194,194,0
527,114002,113750,-252,-469635,-468670,965.008,194,194,0
528,113750,113736,-14,-468670,-467794,876.018,194,194,0
529,113736,113678,-58,-467794,-466107,1686.8,194,194,0
530,113678,113652,-26,-466107,-466573,-466.054,194,194,0
531,113652,113396,-256,-466573,-463898,2674.87,194,194,0
532,113396,113202,-194,-463898,-463816,82.1015,194,194,0
533,113202,113106,-96,-463816,-463529,286.95,194,194,0
534,113106,112628,-478,-463529,-463224,304.95,194,194,0
535,112628,113049,421,-463224,-465038,-1813.73,194,194,0
536,113049,113065,16,-465038,-465108,-70.3724,194,194,0
537,113065,113188,123,-465108,-464853,255.294,194,194,0
538,113188,113359,171,-464853,-465640,-787.608,194,194,0
539,113359,113265,-94,-465640,-465656,-15.3059,194,194,0
540,113265,113334,69,-465656,-465948,-292.611,194,194,0
541,113334,113327,-7,-465948,-465637,311.284,194,194,0
542,113327,113432,105,-465637,-466134,-497.29,194,194,0
543,113432,113411,-21,-466134,-465341,793.497,194,194,0
544,113411,113438,27,-465341,-466154,-813.282,194,194,0
545,113438,113489,51,-466154,-467241,-1086.88,194,194,0
546,113489,113417,-72,-467241,-466349,892.07,194,194,0
547,113417,113534,117,-466349,-467039,-690.22,194,194,0
548,113534,113469,-65,-467039,-467338,-298.478,194,194,0
549,113469,113468,-1,-467338,-467511,-173.745,194,194,0
550,113468,113363,-105,-467511,-467340,171.6,194,194,0
551,113363,113231,-132,-467340,-466653,686.975,194,194,0
552,113231,113293,62,-466653,-466458,195.049,194,194,0
553,113293,113151,-142,-466458,-465280,1178.13,194,194,0
554,113151,112863,-288,-465280,-464857,422.85,194,194,0
556,112863,112968,105,-464857,-466084,-1227.67,194,194,0
557,112968,112904,-64,-466084,-466630,-545.571,194,194,0
558,112904,112908,4,-466630,-466465,165.253,194,194,0
559,112908,113014,106,-466465,-466171,293.495,194,194,0
561,113014,112991,-23,-466171,-466561,-389.567,194,194,0
562,112991,112944,-47,-466561,-466394,166.319,194,194,0
563,112944,113023,79,-466394,-467437,-1042.2,194,194,0
564,113023,113018,-5,-467437,-467570,-133.071,194,194,0
565,113018,113014,-4,-467570,-466905,665.092,194,194,0
566,113014,112930,-84,-466905,-469170,-2265.46,194,194,0
567,112930,113129,199,-469170,-469570,-400.171,194,194,0
568,113129,113156,27,-469570,-469755,-184.838,194,194,0
569,113156,112972,-184,-469755,-468432,1323.27,194,194,0
570,112972,113294,322,-468432,-468603,-171.227,194,194,0
571,113294,113282,-12,-468603,-469146,-542.608,194,194,0
572,113282,113238,-44,-469146,-467534,1611.51,194,194,0
573,113238,113105,-133,-467534,-468124,-590.15,194,194,0
575,113105,113211,106,-468124,-468165,-41.1619,194,194,0
576,113211,113155,-56,-468165,-468146,19.8918,194,194,0
577,113155,113228,73,-468146,-467777,368.891,194,194,0
578,113228,113055,-173,-467777,-467742,34.1911,194,194,0
579,113055,113185,130,-467742,-467901,-158.989,194,194,0
580,113185,113137,-48,-467901,-467542,359.909,194,194,0
581,113137,113104,-33,-467542,-467069,472.659,194,194,0
582,113104,113035,-69,-467069,-467201,-132.492,194,194,0
583,113035,112985,-50,-467201,-466774,427.126,194,194,0
584,112985,113346,361,-466774,-468295,-1520.86,194,194,0
585,113346,113303,-43,-468295,-468072,222.929,194,194,0
586,113303,113310,7,-468072,-467118,954.22,194,194,0
587,113310,113385,75,-467118,-467307,-189.523,194,194,0
588,113385,113316,-69,-467307,-467544,-236.902,194,194,0
589,113316,113180,-136,-467544,-466564,980.468,194,194,0
590,113180,113251,71,-466564,-466826,-261.976,194,194,0
591,113251,113233,-18,-466826,-467087,-260.885,194,194,0
592,113233,113113,-120,-467087,-466915,171.728,194,194,0
593,113113,113106,-7,-466915,-465946,969.321,194,194,0
594,113106,113103,-3,-465946,-466337,-391.363,194,194,0
595,113103,113117,14,-466337,-466408,-71.3304,194,194,0
596,113117,113283,166,-466408,-468568,-2159.35,194,194,0
597,113283,113291,8,-468568,-468189,379.015,194,194,0
598,113291,113416,125,-468189,-469282,-1092.89,194,194,0
599,113416,113581,165,-469282,-469141,140.664,194,194,0
600,113581,113767,186,-469141,-469041,100.418,194,194,0
601,113767,113735,-32,-469041,-469143,-102.246,194,194,0
602,113735,113732,-3,-469143,-468813,329.84,194,194,0
603,113732,113659,-73,-468813,-468764,48.5327,194,194,0
604,113659,113737,78,-468764,-468105,659.422,194,194,0
605,113737,113630,-107,-468105,-467491,614.239,194,194,0
606,113630,113585,-45,-467491,-468756,-1265.06,194,194,0
607,113585,113571,-14,-468756,-468875,-118.831,194,194,0
608,113571,113525,-46,-468875,-468712,162.808,194,194,0
609,113525,113400,-125,-468712,-468221,490.415,194,194,0
610,113400,113315,-85,-468221,-468088,133.554,194,194,0
611,113315,113288,-27,-468088,-468054,34.3736,194,194,0
612,113288,113348,60,-468054,-468473,-418.999,194,194,0
613,113348,112525,-823,-468473,-466170,2302.08,194,194,0
614,112525,112588,63,-466170,-466418,-247.589,194,194,0
615,112588,112570,-18,-466418,-466071,347.32,194,194,0
616,112570,113168,598,-466071,-466965,-894.29,194,194,0
617,113168,113227,59,-466965,-466908,56.8054,194,194,0
618,113227,113218,-9,-466908,-465852,1056.52,194,194,0
620,113218,113303,85,-465852,-466619,-767.11,194,194,0
621,113303,113388,85,-466619,-464435,2183.44,194,194,0
622,113388,113793,405,-464435,-465097,-661.716,194,194,0
623,113793,113915,122,-465097,-465693,-596.369,194,194,0
624,113915,113920,5,-465693,-465752,-58.4944,194,194,0
625,113920,113889,-31,-465752,-465239,512.764,194,194,0
626,113889,113739,-150,-465239,-464411,828.583,194,194,0
627,113739,113813,74,-464411,-464709,-298.658,194,194,0
628,113813,113823,10,-464709,-465269,-560.048,194,194,0
629,113823,113866,43,-465269,-464406,863.295,194,194,0
630,113866,113765,-101,-464406,-464448,-41.7957,194,194,0
631,113765,113631,-134,-464448,-462614,1833.92,194,194,0
632,113631,113534,-97,-462614,-461749,864.943,194,194,0
633,113534,113550,16,-461749,-461711,37.8263,194,194,0
634,113550,113646,96,-461711,-461347,363.665,194,194,0
635,113646,113769,123,-461347,-462140,-792.841,194,194,0
636,113769,113723,-46,-462140,-462000,140.404,194,194,0
637,113723,113781,58,-462000,-462212,-212.607,194,194,0
638,113781,113698,-83,-462212,-462284,-71.144,194,194,0
639,113698,113713,15,-462284,-462548,-264.232,194,194,0
640,113713,113769,56,-462548,-464514,-1965.85,194,194,0
641,113769,113855,86,-464514,-464998,-484.182,194,194,0
642,113855,114132,277,-464998,-465958,-960.102,194,194,0
643,114132,114117,-15,-465958,-465936,21.9959,194,194,0
645,114117,113920,-197,-465936,-465968,-32.5118,194,194,0
646,113920,113936,16,-465968,-466083,-114.491,194,194,0
647,113936,113945,9,-466083,-466083,0.00351156,194,194,0
648,113945,113955,10,-466083,-465672,411.213,194,194,0
649,113955,113769,-186,-465672,-464533,1138.59,194,194,0
650,113769,113765,-4,-464533,-464773,-239.8,194,194,0
651,113765,113816,51,-464773,-465827,-1053.61,194,194,0
652,113816,113799,-17,-465827,-465533,293.445,194,194,0
653,113799,113708,-91,-465533,-465697,-163.702,194,194,0
654,113708,113787,79,-465697,-466012,-314.901,194,194,0
655,113787,113700,-87,-466012,-465247,764.393,194,194,0
656,113700,113658,-42,-465247,-464525,722.356,194,194,0
657,113658,113629,-29,-464525,-464681,-156.456,194,194,0
658,113629,113669,40,-464681,-465660,-979.06,194,194,0
660,113669,113613,-56,-465660,-466202,-541.101,194,194,0
661,113613,113472,-141,-466202,-465819,382.337,194,194,0
662,113472,113553,81,-465819,-466523,-703.481,194,194,0
663,113553,113559,6,-466523,-466246,276.55,194,194,0
664,113559,113242,-317,-466246,-465318,928.094,194,194,0
665,113242,113217,-25,-465318,-465415,-96.8197,194,194,0
666,113217,113340,123,-465415,-465615,-200.416,194,194,0
667,113340,113455,115,-465615,-467244,-1629.09,194,194,0
668,113455,113507,52,-467244,-468491,-1246.15,194,194,0
669,113507,113575,68,-468491,-469097,-606.122,194,194,0
670,113575,113556,-19,-469097,-469000,96.4521,194,194,0
671,113556,113504,-52,-469000,-465999,3001.31,194,194,0
672,113504,113549,45,-465999,-465745,254.157,194,194,0
673,113549,113306,-243,-465745,-465263,481.28,194,194,0
674,113306,113441,135,-465263,-464751,512.378,194,194,0
675,113441,113451,10,-464751,-464613,137.74,194,194,0
676,113451,113361,-90,-464613,-464075,538.121,194,194,0
677,113361,113407,46,-464075,-463946,129.007,194,194,0
678,113407,113367,-40,-463946,-464245,-298.447,194,194,0
679,113367,113310,-57,-464245,-463577,667.807,194,194,0
680,113310,113318,8,-463577,-464050,-473.191,194,194,0
681,113318,113329,11,-464050,-463610,440.439,194,194,0
682,113329,113466,137,-463610,-463626,-16.2379,194,194,0
683,113466,113227,-239,-463626,-462535,1090.88,194,194,0
685,113227,113262,35,-462535,-463671,-1136.32,194,194,0
686,113262,113227,-35,-463671,-462518,1153.13,194,194,0
687,113227,113153,-74,-462518,-463116,-597.982,194,194,0
688,113153,113108,-45,-463116,-461898,1218.22,194,194,0
689,113108,113062,-46,-461898,-461754,144.184,194,194,0
690,113062,113103,41,-461754,-463411,-1657.28,194,194,0
691,113103,113121,18,-463411,-463412,-0.590378,194,194,0
692,113121,113297,176,-463412,-463481,-69.1287,194,194,0
693,113297,113344,47,-463481,-463306,174.955,194,194,0
694,113344,113250,-94,-463306,-462217,1088.59,194,194,0
695,113250,113141,-109,-462217,-461636,580.886,194,194,0
696,113141,113162,21,-461636,-462854,-1217.59,194,194,0
697,113162,113374,212,-462854,-463100,-246.475,194,194,0
698,113374,113422,48,-463100,-463649,-548.94,194,194,0
700,113422,113493,71,-463649,-464960,-1310.63,194,194,0
701,113493,113396,-97,-464960,-464722,237.475,194,194,0
702,113396,113540,144,-464722,-465752,-1029.27,194,194,0
703,113540,113526,-14,-465752,-465596,156.055,194,194,0
704,113526,113590,64,-465596,-466519,-923.698,194,194,0
705,113590,113642,52,-466519,-465215,1304.71,194,194,0
706,113642,113788,146,-465215,-465784,-568.914,194,194,0
707,113788,113822,34,-465784,-466276,-492.298,194,194,0
708,113822,113822,0,-466276,-466542,-266.417,194,194,0
709,113822,114648,826,-466542,-468439,-1896.79,194,194,0
711,114648,114739,91,-468439,-468803,-363.528,194,194,0
712,114739,114709,-30,-468803,-468568,234.989,194,194,0
713,114709,114645,-64,-468568,-468543,24.6708,194,194,0
714,114645,114475,-170,-468543,-468046,496.719,194,194,0
715,114475,114051,-424,-468046,-468046,0.713669,194,194,0
716,114051,113864,-187,-468046,-467954,91.9774,194,194,0
717,113864,113821,-43,-467954,-467895,58.2189,194,194,0
718,113821,113616,-205,-467895,-467169,726.388,194,194,0
719,113616,114009,393,-467169,-467898,-728.879,194,194,0
720,114009,113859,-150,-467898,-467640,257.601,194,194,0
721,113859,113956,97,-467640,-468605,-964.722,194,194,0
722,113956,113552,-404,-468605,-467959,646.064,194,192,-2
723,113552,113490,-62,-467959,-467810,148.56,192,192,0
724,113490,113520,30,-467810,-468275,-464.689,192,192,0
725,113520,113272,-248,-468275,-467478,796.78,192,192,0
726,113272,113257,-15,-467478,-467471,6.84177,192,192,0
727,113257,113403,146,-467471,-467637,-165.68,192,192,0
728,113403,113431,28,-467637,-467478,159.131,192,192,0
729,113431,113334,-97,-467478,-467346,131.612,192,192,0
730,113334,113418,84,-467346,-467347,-0.252576,192,192,0
731,113418,113395,-23,-467347,-468264,-916.964,192,192,0
732,113395,113407,12,-468264,-469260,-996.638,192,192,0
733,113407,113393,-14,-469260,-469148,112.365,192,192,0
734,113393,113447,54,-469148,-468789,359.214,192,192,0
735,113447,113407,-40,-468789,-469104,-315.55,192,192,0
736,113407,113621,214,-469104,-469062,41.7179,192,192,0
737,113621,113635,14,-469062,-469165,-102.24,192,192,0
738,113635,113651,16,-469165,-467137,2027.75,192,192,0
739,113651,113644,-7,-467137,-466952,184.777,192,192,0
740,113644,113453,-191,-466952,-466979,-26.9049,192,192,0
741,113453,113496,43,-466979,-467307,-327.613,192,192,0
742,113496,113472,-24,-467307,-466152,1155.03,192,192,0
743,113472,113509,37,-466152,-461220,4931.84,192,192,0
744,113509,113512,3,-461220,-461196,23.7985,192,192,0
745,113512,113457,-55,-461196,-460801,395.416,192,192,0
746,113457,113353,-104,-460801,-460971,-170.564,192,192,0
747,113353,113402,49,-460971,-460981,-9.38988,192,192,0
748,113402,113421,19,-460981,-461653,-672.382,192,192,0
749,113421,113417,-4,-461653,-461642,11.0223,192,192,0
750,113417,113507,90,-461642,-461751,-109.257,192,192,0
751,113507,113367,-140,-461751,-460439,1312.61,192,192,0
752,113367,113576,209,-460439,-460046,393.042,192,192,0
753,113576,113650,74,-460046,-460375,-329.522,192,192,0
755,113650,113652,2,-460375,-460418,-43.2909,192,192,0
756,113652,113739,87,-460418,-460646,-227.501,192,192,0
757,113739,113860,121,-460646,-460724,-78.5479,192,192,0
758,113860,113887,27,-460724,-460822,-97.3691,192,192,0
759,113887,113854,-33,-460822,-461364,-542.478,192,192,0
760,113854,112991,-863,-461364,-460095,1269.23,192,192,0
761,112991,112994,3,-460095,-460109,-14.4246,192,192,0
762,112994,113009,15,-460109,-460022,87.2505,192,192,0
763,113009,112978,-31,-460022,-460020,1.94334,192,192,0
764,112978,113197,219,-460020,-465168,-5148.2,192,192,0
765,113197,112543,-654,-465168,-463210,1958.83,192,192,0
766,112543,112660,117,-463210,-462275,934.297,192,192,0
767,112660,112610,-50,-462275,-462090,184.931,192,192,0
768,112610,112418,-192,-462090,-461722,367.914,192,192,0
769,112418,112263,-155,-461722,-461383,339.782,192,192,0
770,112263,112231,-32,-461383,-461301,81.469,192,192,0
771,112231,112209,-22,-461301,-461179,122.375,192,192,0
773,112209,112283,74,-461179,-461775,-596.629,192,192,0
774,112283,112280,-3,-461775,-461486,289.338,192,192,0
775,112280,112331,51,-461486,-460955,530.646,192,192,0
776,112331,113050,719,-460955,-463901,-2945.71,192,192,0
777,113050,112968,-82,-463901,-463936,-35.0598,192,192,0
778,112968,112809,-159,-463936,-463811,124.821,192,192,0
779,112809,112810,1,-463811,-464249,-437.228,192,192,0
780,112810,112723,-87,-464249,-464172,76.8947,192,192,0
781,112723,112790,67,-464172,-464441,-268.76,192,192,0
782,112790,112723,-67,-464441,-464344,96.1949,192,192,0
783,112723,112722,-1,-464344,-464721,-376.389,192,192,0
784,112722,112929,207,-464721,-465463,-742.658,192,192,0
785,112929,113068,139,-465463,-465915,-451.479,192,192,0
786,113068,113020,-48,-465915,-465735,179.995,192,192,0
787,113020,112848,-172,-465735,-464343,1392.02,192,192,0
788,112848,112954,106,-464343,-465601,-1257.72,192,192,0
789,112954,112959,5,-465601,-465750,-149.339,192,192,0
790,112959,112936,-23,-465750,-465419,330.981,192,192,0
791,112936,113030,94,-465419,-465882,-462.839,192,192,0
792,113030,113090,60,-465882,-466333,-451.237,192,192,0
793,113090,112995,-95,-466333,-466334,-0.985614,192,192,0
794,112995,113108,113,-466334,-466371,-37.051,192,192,0
795,113108,113175,67,-466371,-466852,-480.994,192,192,0
797,113175,113142,-33,-466852,-466805,46.7136,192,192,0
798,113142,113296,154,-466805,-466997,-191.811,192,192,0
799,113296,113341,45,-466997,-467671,-673.931,192,192,0
800,113341,113266,-75,-467671,-468133,-462.116,192,192,0
801,113266,113041,-225,-468133,-468025,108.67,192,192,0
802,113041,113005,-36,-468025,-468116,-91.0965,192,192,0
803,113005,112828,-177,-468116,-468057,58.2466,192,192,0
804,112828,112963,135,-468057,-468122,-64.6664,192,192,0
805,112963,113021,58,-468122,-468679,-557.367,192,192,0
806,113021,112892,-129,-468679,-469145,-465.486,192,192,0
807,112892,112849,-43,-469145,-468889,255.795,192,192,0
808,112849,112620,-229,-468889,-468752,136.618,192,192,0
809,112620,112577,-43,-468752,-468581,171.501,192,192,0
810,112577,112589,12,-468581,-468314,267.267,192,192,0
811,112589,112532,-57,-468314,-464282,4032.14,192,192,0
812,112532,112365,-167,-464282,-463859,422.834,192,192,0
813,112365,112404,39,-463859,-464360,-501.623,192,192,0
814,112404,112284,-120,-464360,-463663,696.881,192,192,0
815,112284,112211,-73,-463663,-462777,886.237,192,192,0
816,112211,112211,0,-462777,-462939,-161.672,192,192,0
817,112211,112272,61,-462939,-463089,-150.58,192,192,0
818,112272,112375,103,-463089,-463786,-696.352,192,192,0
819,112375,112360,-15,-463786,-463585,200.688,192,192,0
821,112360,112439,79,-463585,-463416,168.833,192,192,0
822,112439,112460,21,-463416,-463403,13.1534,192,192,0
823,112460,112260,-200,-463403,-461065,2338.24,192,192,0
824,112260,112394,134,-461065,-462071,-1005.84,192,192,0
825,112394,112289,-105,-462071,-458118,3953.01,192,192,0
826,112289,112282,-7,-458118,-458108,9.85269,192,192,0
827,112282,112052,-230,-458108,-457366,741.967,192,192,0
828,112052,112061,9,-457366,-457264,101.724,192,192,0
829,112061,112643,582,-457264,-458180,-915.93,192,194,2
831,112643,112638,-5,-458180,-458322,-142.047,194,194,0
832,112638,112023,-615,-458322,-455599,2722.75,194,194,0
833,112023,112030,7,-455599,-455640,-40.0817,194,194,0
834,112030,112048,18,-455640,-456268,-628.846,194,194,0
835,112048,112144,96,-456268,-456980,-711.765,194,194,0
836,112144,111773,-371,-456980,-455415,1564.72,194,194,0
837,111773,111864,91,-455415,-455234,181.014,194,194,0
838,111864,111807,-57,-455234,-455539,-304.367,194,194,0
839,111807,112166,359,-455539,-456667,-1128.07,194,194,0
840,112166,112113,-53,-456667,-456111,556.146,194,194,0
841,112113,112232,119,-456111,-456343,-232.455,194,194,0
842,112232,112071,-161,-456343,-455465,878.463,194,194,0
843,112071,112141,70,-455465,-455468,-3.76678,194,194,0
844,112141,112263,122,-455468,-455438,30.8704,194,194,0
845,112263,112219,-44,-455438,-455414,23.874,194,194,0
846,112219,112230,11,-455414,-455633,-219.49,194,194,0
847,112230,113028,798,-455633,-459020,-3386.32,194,194,0
848,113028,112968,-60,-459020,-456904,2115.25,194,194,0
849,112968,113159,191,-456904,-457382,-477.801,194,194,0
850,113159,113214,55,-457382,-457717,-335.311,194,194,0
851,113214,113299,85,-457717,-457963,-245.775,194,194,0
853,113299,113281,-18,-457963,-457989,-26.1874,194,194,0
854,113281,113340,59,-457989,-458042,-52.247,194,194,0
855,113340,113461,121,-458042,-459641,-1599.53,194,194,0
856,113461,113302,-159,-459641,-458605,1036.51,194,194,0
858,113302,113351,49,-458605,-458637,-32.8358,194,194,0
859,113351,113402,51,-458637,-460933,-2295.06,194,194,0
860,113402,113649,247,-460933,-461406,-473.945,194,194,0
861,113649,113640,-9,-461406,-460660,746.85,194,194,0
863,113640,113597,-43,-460660,-460621,39.0352,194,194,0
864,113597,113582,-15,-460621,-460420,200.991,194,194,0
865,113582,113623,41,-460420,-460537,-117.536,194,194,0
866,113623,113587,-36,-460537,-460542,-4.43016,194,194,0
867,113587,113554,-33,-460542,-460425,116.095,194,194,0
868,113554,113585,31,-460425,-460724,-298.135,194,194,0
869,113585,113351,-234,-460724,-459109,1614.64,194,194,0
870,113351,113235,-116,-459109,-458901,208.158,194,194,0
871,113235,113156,-79,-458901,-458919,-17.8889,194,194,0
872,113156,113088,-68,-458919,-457643,1275.79,194,194,0
873,113088,113245,157,-457643,-458494,-850.773,194,194,0
874,113245,113342,97,-458494,-458585,-90.9459,194,194,0
876,113342,113296,-46,-458585,-458581,3.18048,194,194,0
877,113296,113899,603,-458581,-459425,-843.419,194,194,0
878,113899,113778,-121,-459425,-458154,1270.55,194,194,0
879,113778,113748,-30,-458154,-458389,-234.388,194,194,0
880,113748,113731,-17,-458389,-458376,12.6229,194,194,0
881,113731,113705,-26,-458376,-458436,-60.3084,194,194,0
882,113705,113816,111,-458436,-456779,1657.69,194,194,0
883,113816,113836,20,-456779,-456173,605.788,194,194,0
884,113836,113501,-335,-456173,-455162,1010.43,194,194,0
886,113501,113417,-84,-455162,-455369,-206.75,194,194,0
887,113417,113397,-20,-455369,-455376,-7.21956,194,194,0
888,113397,113342,-55,-455376,-455980,-604.033,194,194,0
889,113342,113423,81,-455980,-456210,-229.704,194,194,0
890,113423,112827,-596,-456210,-455442,767.76,194,194,0
891,112827,113005,178,-455442,-457235,-1792.33,194,194,0
892,113005,113209,204,-457235,-457221,13.6737,194,194,0
893,113209,113320,111,-457221,-457322,-100.955,194,194,0
894,113320,113340,20,-457322,-457893,-571.41,194,194,0
895,113340,113343,3,-457893,-458273,-379.608,194,194,0
896,113343,113394,51,-458273,-459060,-786.946,194,194,0
897,113394,113069,-325,-459060,-458444,615.51,194,194,0
898,113069,113042,-27,-458444,-457987,457.796,194,194,0
900,113042,113118,76,-457987,-458471,-484.387,194,194,0
901,113118,113123,5,-458471,-458407,64.3878,194,194,0
902,113123,112913,-210,-458407,-457446,960.691,194,194,0
904,112913,112883,-30,-457446,-457389,56.9242,194,194,0
905,112883,113035,152,-457389,-457424,-35.0491,194,194,0
906,113035,113109,74,-457424,-456911,512.609,194,194,0
907,113109,113419,310,-456911,-457938,-1026.24,194,194,0
908,113419,113298,-121,-457938,-458633,-694.765,194,194,0
909,113298,113255,-43,-458633,-458134,498.117,194,194,0
910,113255,112680,-575,-458134,-457739,395.218,194,194,0
911,112680,112580,-100,-457739,-457147,591.915,194,194,0
912,112580,112432,-148,-457147,-456608,539.314,194,194,0
913,112432,112507,75,-456608,-457428,-820.032,194,194,0
914,112507,112764,257,-457428,-458155,-726.715,194,194,0
915,112764,112603,-161,-458155,-457840,314.331,194,194,0
916,112603,112443,-160,-457840,-455694,2145.88,194,194,0
917,112443,112450,7,-455694,-455630,64.591,194,194,0
918,112450,112121,-329,-455630,-456234,-604.197,194,194,0
919,112121,112165,44,-456234,-456535,-301.022,194,194,0
920,112165,112133,-32,-456535,-455685,850.46,194,194,0
921,112133,112102,-31,-455685,-455739,-54.3744,194,194,0
922,112102,113134,1032,-455739,-456997,-1258.48,194,194,0
923,113134,113146,12,-456997,-457162,-164.743,194,194,0
924,113146,113149,3,-457162,-457348,-186.026,194,194,0
925,113149,113174,25,-457348,-457515,-167.229,194,194,0
926,113174,113054,-120,-457515,-457604,-88.631,194,194,0
927,113054,113823,769,-457604,-458723,-1119.17,194,194,0
928,113823,113838,15,-458723,-459067,-344.137,194,194,0
929,113838,113735,-103,-459067,-458402,665.087,194,194,0
930,113735,113697,-38,-458402,-458199,202.981,194,194,0
931,113697,113738,41,-458199,-457855,344.177,194,194,0
932,113738,113677,-61,-457855,-457529,326.514,194,194,0
933,113677,113661,-16,-457529,-457685,-155.857,194,194,0
934,113661,113594,-67,-457685,-457583,101.909,194,194,0
935,113594,113553,-41,-457583,-457757,-174.513,194,194,0
936,113553,113450,-103,-457757,-457771,-13.7904,194,194,0
938,113450,113481,31,-457771,-457809,-38.3401,194,194,0
939,113481,113370,-111,-457809,-457784,25.747,194,194,0
940,113370,113221,-149,-457784,-457177,606.89,194,194,0
941,113221,113325,104,-457177,-457127,49.8977,194,194,0
942,113325,113405,80,-457127,-457609,-481.843,194,194,0
943,113405,113389,-16,-457609,-458266,-657.344,194,194,0
944,113389,113505,116,-458266,-459114,-848.212,194,194,0
945,113505,113552,47,-459114,-459724,-610.008,194,194,0
946,113552,113647,95,-459724,-460022,-298.049,194,194,0
947,113647,113402,-245,-460022,-457590,2432.35,194,194,0
948,113402,113406,4,-457590,-457502,87.6082,194,194,0
949,113406,113404,-2,-457502,-457426,76.6295,194,194,0
950,113404,113582,178,-457426,-457405,20.3818,194,194,0
952,113582,113515,-67,-457405,-457463,-58.2771,194,194,0
953,113515,113522,7,-457463,-457954,-490.42,194,194,0
954,113522,113588,66,-457954,-457901,52.5138,194,194,0
955,113588,113253,-335,-457901,-457527,374.546,194,194,0
956,113253,113079,-174,-457527,-457028,498.951,194,192,-2
957,113079,112992,-87,-457028,-457121,-93.1921,192,192,0
958,112992,113000,8,-457121,-457605,-484.32,192,192,0
959,113000,113139,139,-457605,-457541,64.057,192,192,0
960,113139,112971,-168,-457541,-456069,1472.66,192,192,0
961,112971,113027,56,-456069,-455875,193.225,192,192,0
962,113027,113015,-12,-455875,-456425,-549.149,192,192,0
963,113015,113080,65,-456425,-456771,-346.857,192,192,0
964,113080,113037,-43,-456771,-457395,-623.084,192,192,0
965,113037,113073,36,-457395,-457450,-55.1511,192,192,0
966,113073,113067,-6,-457450,-457413,36.8336,192,192,0
967,113067,113290,223,-457413,-457654,-241.447,192,192,0
968,113290,113855,565,-457654,-458805,-1150.29,192,194,2
969,113855,113892,37,-458805,-458594,210.156,194,194,0
970,113892,113881,-11,-458594,-458494,100.339,194,194,0
971,113881,113932,51,-458494,-457766,727.746,194,194,0
973,113932,113774,-158,-457766,-457586,180.103,194,194,0
974,113774,113682,-92,-457586,-457239,347.727,194,194,0
975,113682,113945,263,-457239,-457487,-248.145,194,194,0
976,113945,113953,8,-457487,-457646,-159.011,194,194,0
977,113953,113957,4,-457646,-457824,-178.218,194,194,0
978,113957,113931,-26,-457824,-457331,493.363,194,194,0
979,113931,113762,-169,-457331,-456755,575.858,194,194,0
980,113762,113774,12,-456755,-456622,132.817,194,194,0
981,113774,113807,33,-456622,-456985,-362.623,194,194,0
982,113807,113917,110,-456985,-458488,-1503.85,194,194,0
985,113917,113807,-110,-458488,-458582,-93.9539,194,194,0
986,113807,113908,101,-458582,-459854,-1271.76,194,194,0
987,113908,113909,1,-459854,-459748,105.901,194,194,0
988,113909,114153,244,-459748,-460169,-420.628,194,194,0
989,114153,114337,184,-460169,-461831,-1662.48,194,194,0
990,114337,114329,-8,-461831,-462117,-285.434,194,194,0
991,114329,114312,-17,-462117,-461321,795.718,194,194,0
992,114312,114251,-61,-461321,-461009,312.063,194,194,0
993,114251,114299,48,-461009,-460739,270.093,194,194,0
994,114299,114118,-181,-460739,-460156,583.325,194,194,0
