unit_id,logical_edge_id,hybrid_group,path_option,segment_index,segment_from,segment_to,edge_flow
R_m0001_L005_W00008,through,R_m0001_L005_W00008:through,base,0,upper,down,1
R_m0001_L005_W00009,through,R_m0001_L005_W00009:through,base,0,upper,down,1
R_m0001_L005_W00010,through,R_m0001_L005_W00010:through,base,0,upper,down,1
R_m0001_L005_W00011,through,R_m0001_L005_W00011:through,base,0,upper,down,1
R_m0001_L005_W00012,through,R_m0001_L005_W00012:through,base,0,upper,down,1
R_m0001_L005_W00013,through,R_m0001_L005_W00013:through,base,0,upper,down,1
R_m0001_L005_W00014,through,R_m0001_L005_W00014:through,base,0,upper,down,1
R_m0001_L005_W00015,through,R_m0001_L005_W00015:through,base,0,upper,down,1
R_m0001_L005_W00016,through,R_m0001_L005_W00016:through,base,0,upper,down,1
R_m0001_L005_W00017,through,R_m0001_L005_W00017:through,base,0,upper,down,1
R_m0001_L005_W00018,through,R_m0001_L005_W00018:through,base,0,upper,down,1
R_m0001_L005_W00019,through,R_m0001_L005_W00019:through,base,0,upper,down,1
R_m0001_L005_W00020,through,R_m0001_L005_W00020:through,base,0,upper,down,1
R_m0001_L005_W00021,through,R_m0001_L005_W00021:through,base,0,upper,down,1
R_m0001_L005_W00022,through,R_m0001_L005_W00022:through,base,0,upper,down,1
R_m0001_L005_W00023,through,R_m0001_L005_W00023:through,base,0,upper,down,1
R_m0001_L005_W00024,through,R_m0001_L005_W00024:through,base,0,upper,down,1
R_m0001_L005_W00025,through,R_m0001_L005_W00025:through,base,0,upper,down,1
R_m0001_L005_W00026,through,R_m0001_L005_W00026:through,base,0,upper,down,1
R_m0001_L005_W00027,through,R_m0001_L005_W00027:through,base,0,upper,down,1
R_m0001_L005_W00028,through,R_m0001_L005_W00028:through,base,0,upper,down,1
R_m0001_L005_W00029,through,R_m0001_L005_W00029:through,base,0,upper,down,1
R_m0001_L005_W00030,through,R_m0001_L005_W00030:through,base,0,upper,down,1
R_m0001_L005_W00031,through,R_m0001_L005_W00031:through,base,0,upper,down,1
R_m0001_L005_W00032,through,R_m0001_L005_W00032:through,base,0,upper,down,1
R_m0001_L005_W00033,through,R_m0001_L005_W00033:through,base,0,upper,down,1
R_m0001_L005_W00034,through,R_m0001_L005_W00034:through,base,0,upper,down,1
R_m0001_L005_W00035,through,R_m0001_L005_W00035:through,base,0,upper,down,1
R_m0001_L005_W00036,through,R_m0001_L005_W00036:through,base,0,upper,down,1
R_m0001_L005_W00037,through,R_m0001_L005_W00037:through,base,0,upper,down,1
R_m0001_L005_W00038,through,R_m0001_L005_W00038:through,base,0,upper,down,1
R_m0001_L005_W00039,through,R_m0001_L005_W00039:through,base,0,upper,down,1
R_m0001_L005_W00040,through,R_m0001_L005_W00040:through,base,0,upper,down,1
R_m0001_L005_W00041,through,R_m0001_L005_W00041:through,base,0,upper,down,1
R_m0001_L005_W00042,through,R_m0001_L005_W00042:through,base,0,upper,down,1
R_m0001_L005_W00043,through,R_m0001_L005_W00043:through,base,0,upper,down,1
R_m0001_L005_W00044,through,R_m0001_L005_W00044:through,base,0,upper,down,1
R_m0001_L005_W00045,through,R_m0001_L005_W00045:through,base,0,upper,down,1
R_m0001_L005_W00046,through,R_m0001_L005_W00046:through,base,0,upper,down,1
R_m0001_L005_W00047,through,R_m0001_L005_W00047:through,base,0,upper,down,1
R_m0001_L005_W00048,through,R_m0001_L005_W00048:through,base,0,upper,down,1
R_m0001_L005_W00049,through,R_m0001_L005_W00049:through,base,0,upper,down,1
R_m0001_L005_W00050,through,R_m0001_L005_W00050:through,base,0,upper,down,1
R_m0001_L005_W00051,through,R_m0001_L005_W00051:through,base,0,upper,down,1
R_m0001_L005_W00052,through,R_m0001_L005_W00052:through,base,0,upper,down,1
R_m0001_L005_W00053,through,R_m0001_L005_W00053:through,base,0,upper,down,1
R_m0001_L005_W00054,through,R_m0001_L005_W00054:through,base,0,upper,down,1
R_m0001_L005_W00055,through,R_m0001_L005_W00055:through,base,0,upper,down,1
R_m0001_L005_W00056,through,R_m0001_L005_W00056:through,base,0,upper,down,1
R_m0001_L005_W00057,through,R_m0001_L005_W00057:through,base,0,upper,down,1
R_m0001_L005_W00058,through,R_m0001_L005_W00058:through,base,0,upper,down,1
R_m0001_L005_W00059,through,R_m0001_L005_W00059:through,base,0,upper,down,1
R_m0001_L005_W00060,through,R_m0001_L005_W00060:through,base,0,upper,down,1
R_m0001_L005_W00061,through,R_m0001_L005_W00061:through,base,0,upper,down,1
R_m0001_L005_W00062,through,R_m0001_L005_W00062:through,base,0,upper,down,1
R_m0001_L005_W00063,through,R_m0001_L005_W00063:through,base,0,upper,down,1
R_m0001_L005_W00064,through,R_m0001_L005_W00064:through,base,0,upper,down,1
R_m0001_L005_W00065,through,R_m0001_L005_W00065:through,base,0,upper,down,1
R_m0001_L005_W00066,through,R_m0001_L005_W00066:through,base,0,upper,down,1
R_m0001_L005_W00067,through,R_m0001_L005_W00067:through,base,0,upper,down,1
R_m0001_L005_W00068,through,R_m0001_L005_W00068:through,base,0,upper,down,1
R_m0001_L005_W00069,through,R_m0001_L005_W00069:through,base,0,upper,down,1
R_m0001_L005_W00070,through,R_m0001_L005_W00070:through,base,0,upper,down,1
R_m0001_L005_W00071,through,R_m0001_L005_W00071:through,base,0,upper,down,1
R_m0001_L005_W00072,through,R_m0001_L005_W00072:through,base,0,upper,down,1
R_m0001_L005_W00073,through,R_m0001_L005_W00073:through,base,0,upper,down,1
R_m0001_L005_W00074,through,R_m0001_L005_W00074:through,base,0,upper,down,1
R_m0001_L005_W00075,through,R_m0001_L005_W00075:through,base,0,upper,down,1
R_m0001_L005_W00076,through,R_m0001_L005_W00076:through,base,0,upper,down,1
R_m0001_L005_W00077,through,R_m0001_L005_W00077:through,base,0,upper,down,1
R_m0001_L005_W00078,through,R_m0001_L005_W00078:through,base,0,upper,down,1
R_m0001_L005_W00079,through,R_m0001_L005_W00079:through,base,0,upper,down,1
R_m0001_L005_W00080,through,R_m0001_L005_W00080:through,base,0,upper,down,1
R_m0001_L005_W00081,through,R_m0001_L005_W00081:through,base,0,upper,down,1
R_m0001_L005_W00082,through,R_m0001_L005_W00082:through,base,0,upper,down,1
R_m0001_L005_W00083,through,R_m0001_L005_W00083:through,base,0,upper,down,1
R_m0001_L005_W00084,through,R_m0001_L005_W00084:through,base,0,upper,down,1
R_m0001_L005_W00085,through,R_m0001_L005_W00085:through,base,0,upper,down,1
R_m0001_L005_W00086,through,R_m0001_L005_W00086:through,base,0,upper,down,1
R_m0001_L005_W00087,through,R_m0001_L005_W00087:through,base,0,upper,down,1
R_m0001_L005_W00088,through,R_m0001_L005_W00088:through,base,0,upper,down,1
R_m0001_L005_W00089,through,R_m0001_L005_W00089:through,base,0,upper,down,1
R_m0001_L005_W00090,through,R_m0001_L005_W00090:through,base,0,upper,down,1
R_m0001_L005_W00091,through,R_m0001_L005_W00091:through,base,0,upper,down,1
R_m0001_L005_W00092,through,R_m0001_L005_W00092:through,base,0,upper,down,1
R_m0001_L005_W00093,through,R_m0001_L005_W00093:through,base,0,upper,down,1
R_m0001_L005_W00094,through,R_m0001_L005_W00094:through,base,0,upper,down,1
R_m0001_L005_W00095,through,R_m0001_L005_W00095:through,base,0,upper,down,1
R_m0001_L005_W00096,through,R_m0001_L005_W00096:through,base,0,upper,down,1
R_m0001_L005_W00097,through,R_m0001_L005_W00097:through,base,0,upper,down,1
R_m0001_L005_W00098,through,R_m0001_L005_W00098:through,base,0,upper,down,1
R_m0001_L005_W00099,through,R_m0001_L005_W00099:through,base,0,upper,down,1
R_m0001_L005_W00100,through,R_m0001_L005_W00100:through,base,0,upper,down,1
R_m0001_L005_W00101,through,R_m0001_L005_W00101:through,base,0,upper,down,1
R_m0001_L005_W00102,through,R_m0001_L005_W00102:through,base,0,upper,down,1
R_m0001_L005_W00103,through,R_m0001_L005_W00103:through,base,0,upper,down,1
R_m0001_L005_W00104,through,R_m0001_L005_W00104:through,base,0,upper,down,1
R_m0001_L005_W00105,through,R_m0001_L005_W00105:through,base,0,upper,down,1
R_m0001_L005_W00106,through,R_m0001_L005_W00106:through,base,0,upper,down,1
R_m0001_L005_W00107,through,R_m0001_L005_W00107:through,base,0,upper,down,1
R_m0001_L005_W00108,through,R_m0001_L005_W00108:through,base,0,upper,down,1
R_m0001_L005_W00109,through,R_m0001_L005_W00109:through,base,0,upper,down,1
R_m0001_L005_W00110,through,R_m0001_L005_W00110:through,base,0,upper,down,1
R_m0001_L005_W00111,through,R_m0001_L005_W00111:through,base,0,upper,down,1
R_m0001_L005_W00112,through,R_m0001_L005_W00112:through,base,0,upper,down,1
R_m0001_L005_W00113,through,R_m0001_L005_W00113:through,base,0,upper,down,1
R_m0001_L005_W00114,through,R_m0001_L005_W00114:through,base,0,upper,down,1
R_m0001_L005_W00115,through,R_m0001_L005_W00115:through,base,0,upper,down,1
R_m0001_L005_W00116,through,R_m0001_L005_W00116:through,base,0,upper,down,1
R_m0001_L005_W00117,through,R_m0001_L005_W00117:through,base,0,upper,down,1
R_m0001_L005_W00118,through,R_m0001_L005_W00118:through,base,0,upper,down,1
R_m0001_L005_W00119,through,R_m0001_L005_W00119:through,base,0,upper,down,1
R_m0001_L005_W00120,through,R_m0001_L005_W00120:through,base,0,upper,down,1
R_m0001_L005_W00121,through,R_m0001_L005_W00121:through,base,0,upper,down,1
R_m0001_L005_W00122,through,R_m0001_L005_W00122:through,base,0,upper,down,1
R_m0001_L005_W00123,through,R_m0001_L005_W00123:through,base,0,upper,down,1
R_m0001_L005_W00124,through,R_m0001_L005_W00124:through,base,0,upper,down,1
R_m0001_L005_W00125,through,R_m0001_L005_W00125:through,base,0,upper,down,1
R_m0001_L005_W00126,through,R_m0001_L005_W00126:through,base,0,upper,down,1
R_m0001_L005_W00127,through,R_m0001_L005_W00127:through,base,0,upper,down,1
R_m0001_L006_W00000,through,R_m0001_L006_W00000:through,base,0,upper,down,1
R_m0001_L006_W00001,through,R_m0001_L006_W00001:through,base,0,upper,down,1
R_m0001_L006_W00002,through,R_m0001_L006_W00002:through,base,0,upper,down,1
R_m0001_L006_W00003,through,R_m0001_L006_W00003:through,base,0,upper,down,1
R_m0001_L006_W00004,through,R_m0001_L006_W00004:through,base,0,upper,down,1
R_m0001_L006_W00005,through,R_m0001_L006_W00005:through,base,0,upper,down,1
R_m0001_L006_W00006,through,R_m0001_L006_W00006:through,base,0,upper,down,1
R_m0001_L006_W00007,through,R_m0001_L006_W00007:through,base,0,upper,down,1
R_m0001_L006_W00008,through,R_m0001_L006_W00008:through,base,0,upper,down,1
R_m0001_L006_W00009,through,R_m0001_L006_W00009:through,base,0,upper,down,1
R_m0001_L006_W00010,through,R_m0001_L006_W00010:through,base,0,upper,down,1
R_m0001_L006_W00011,through,R_m0001_L006_W00011:through,base,0,upper,down,1
R_m0001_L006_W00012,through,R_m0001_L006_W00012:through,base,0,upper,down,1
R_m0001_L006_W00013,through,R_m0001_L006_W00013:through,base,0,upper,down,1
R_m0001_L006_W00014,through,R_m0001_L006_W00014:through,base,0,upper,down,1
R_m0001_L006_W00015,through,R_m0001_L006_W00015:through,base,0,upper,down,1
R_m0001_L006_W00016,through,R_m0001_L006_W00016:through,base,0,upper,down,1
R_m0001_L006_W00017,through,R_m0001_L006_W00017:through,base,0,upper,down,1
R_m0001_L006_W00018,through,R_m0001_L006_W00018:through,base,0,upper,down,1
R_m0001_L006_W00019,through,R_m0001_L006_W00019:through,base,0,upper,down,1
R_m0001_L006_W00020,through,R_m0001_L006_W00020:through,base,0,upper,down,1
R_m0001_L006_W00021,through,R_m0001_L006_W00021:through,base,0,upper,down,1
R_m0001_L006_W00022,through,R_m0001_L006_W00022:through,base,0,upper,down,1
R_m0001_L006_W00023,through,R_m0001_L006_W00023:through,base,0,upper,down,1
R_m0001_L006_W00024,through,R_m0001_L006_W00024:through,base,0,upper,down,1
R_m0001_L006_W00025,through,R_m0001_L006_W00025:through,base,0,upper,down,1
R_m0001_L006_W00026,through,R_m0001_L006_W00026:through,base,0,upper,down,1
R_m0001_L006_W00027,through,R_m0001_L006_W00027:through,base,0,upper,down,1
R_m0001_L006_W00028,through,R_m0001_L006_W00028:through,base,0,upper,down,1
R_m0001_L006_W00029,through,R_m0001_L006_W00029:through,base,0,upper,down,1
R_m0001_L006_W00030,through,R_m0001_L006_W00030:through,base,0,upper,down,1
R_m0001_L006_W00031,through,R_m0001_L006_W00031:through,base,0,upper,down,1
R_m0001_L006_W00032,through,R_m0001_L006_W00032:through,base,0,upper,down,1
R_m0001_L006_W00033,through,R_m0001_L006_W00033:through,base,0,upper,down,1
R_m0001_L006_W00034,through,R_m0001_L006_W00034:through,base,0,upper,down,1
R_m0001_L006_W00035,through,R_m0001_L006_W00035:through,base,0,upper,down,1
R_m0001_L006_W00036,through,R_m0001_L006_W00036:through,base,0,upper,down,1
R_m0001_L006_W00037,through,R_m0001_L006_W00037:through,base,0,upper,down,1
R_m0001_L006_W00038,through,R_m0001_L006_W00038:through,base,0,upper,down,1
R_m0001_L006_W00039,through,R_m0001_L006_W00039:through,base,0,upper,down,1
R_m0001_L006_W00040,through,R_m0001_L006_W00040:through,base,0,upper,down,1
R_m0001_L006_W00041,through,R_m0001_L006_W00041:through,base,0,upper,down,1
R_m0001_L006_W00042,through,R_m0001_L006_W00042:through,base,0,upper,down,1
R_m0001_L006_W00043,through,R_m0001_L006_W00043:through,base,0,upper,down,1
R_m0001_L006_W00044,through,R_m0001_L006_W00044:through,base,0,upper,down,1
R_m0001_L006_W00045,through,R_m0001_L006_W00045:through,base,0,upper,down,1
R_m0001_L006_W00046,through,R_m0001_L006_W00046:through,base,0,upper,down,1
R_m0001_L006_W00047,through,R_m0001_L006_W00047:through,base,0,upper,down,1
R_m0001_L006_W00048,through,R_m0001_L006_W00048:through,base,0,upper,down,1
R_m0001_L006_W00049,through,R_m0001_L006_W00049:through,base,0,upper,down,1
R_m0001_L006_W00050,through,R_m0001_L006_W00050:through,base,0,upper,down,1
R_m0001_L006_W00051,through,R_m0001_L006_W00051:through,base,0,upper,down,1
R_m0001_L006_W00052,through,R_m0001_L006_W00052:through,base,0,upper,down,1
R_m0001_L006_W00053,through,R_m0001_L006_W00053:through,base,0,upper,down,1
R_m0001_L006_W00054,through,R_m0001_L006_W00054:through,base,0,upper,down,1
R_m0001_L006_W00055,through,R_m0001_L006_W00055:through,base,0,upper,down,1
R_m0001_L006_W00056,through,R_m0001_L006_W00056:through,base,0,upper,down,1
R_m0001_L006_W00057,through,R_m0001_L006_W00057:through,base,0,upper,down,1
R_m0001_L006_W00058,through,R_m0001_L006_W00058:through,base,0,upper,down,1
R_m0001_L006_W00059,through,R_m0001_L006_W00059:through,base,0,upper,down,1
R_m0001_L006_W00060,through,R_m0001_L006_W00060:through,base,0,upper,down,1
R_m0001_L006_W00061,through,R_m0001_L006_W00061:through,base,0,upper,down,1
R_m0001_L006_W00062,through,R_m0001_L006_W00062:through,base,0,upper,down,1
R_m0001_L006_W00063,through,R_m0001_L006_W00063:through,base,0,upper,down,1
R_m0001_L006_W00064,through,R_m0001_L006_W00064:through,base,0,upper,down,1
R_m0001_L006_W00065,through,R_m0001_L006_W00065:through,base,0,upper,down,1
R_m0001_L006_W00066,through,R_m0001_L006_W00066:through,base,0,upper,down,1
R_m0001_L006_W00067,through,R_m0001_L006_W00067:through,base,0,upper,down,1
R_m0001_L006_W00068,through,R_m0001_L006_W00068:through,base,0,upper,down,1
R_m0001_L006_W00069,through,R_m0001_L006_W00069:through,base,0,upper,down,1
R_m0001_L006_W00070,through,R_m0001_L006_W00070:through,base,0,upper,down,1
R_m0001_L006_W00071,through,R_m0001_L006_W00071:through,base,0,upper,down,1
R_m0001_L006_W00072,through,R_m0001_L006_W00072:through,base,0,upper,down,1
R_m0001_L006_W00073,through,R_m0001_L006_W00073:through,base,0,upper,down,1
R_m0001_L006_W00074,through,R_m0001_L006_W00074:through,base,0,upper,down,1
R_m0001_L006_W00075,through,R_m0001_L006_W00075:through,base,0,upper,down,1
R_m0001_L006_W00076,through,R_m0001_L006_W00076:through,base,0,upper,down,1
R_m0001_L006_W00077,through,R_m0001_L006_W00077:through,base,0,upper,down,1
R_m0001_L006_W00078,through,R_m0001_L006_W00078:through,base,0,upper,down,1
R_m0001_L006_W00079,through,R_m0001_L006_W00079:through,base,0,upper,down,1
R_m0001_L006_W00080,through,R_m0001_L006_W00080:through,base,0,upper,down,1
R_m0001_L006_W00081,through,R_m0001_L006_W00081:through,base,0,upper,down,1
R_m0001_L006_W00082,through,R_m0001_L006_W00082:through,base,0,upper,down,1
R_m0001_L006_W00083,through,R_m0001_L006_W00083:through,base,0,upper,down,1
R_m0001_L006_W00084,through,R_m0001_L006_W00084:through,base,0,upper,down,1
R_m0001_L006_W00085,through,R_m0001_L006_W00085:through,base,0,upper,down,1
R_m0001_L006_W00086,through,R_m0001_L006_W00086:through,base,0,upper,down,1
R_m0001_L006_W00087,through,R_m0001_L006_W00087:through,base,0,upper,down,1
R_m0001_L006_W00088,through,R_m0001_L006_W00088:through,base,0,upper,down,1
R_m0001_L006_W00089,through,R_m0001_L006_W00089:through,base,0,upper,down,1
R_m0001_L006_W00090,through,R_m0001_L006_W00090:through,base,0,upper,down,1
R_m0001_L006_W00091,through,R_m0001_L006_W00091:through,base,0,upper,down,1
R_m0001_L006_W00092,through,R_m0001_L006_W00092:through,base,0,upper,down,1
R_m0001_L006_W00093,through,R_m0001_L006_W00093:through,base,0,upper,down,1
R_m0001_L006_W00094,through,R_m0001_L006_W00094:through,base,0,upper,down,1
R_m0001_L006_W00095,through,R_m0001_L006_W00095:through,base,0,upper,down,1
R_m0001_L006_W00096,through,R_m0001_L006_W00096:through,base,0,upper,down,1
R_m0001_L006_W00097,through,R_m0001_L006_W00097:through,base,0,upper,down,1
R_m0001_L006_W00098,through,R_m0001_L006_W00098:through,base,0,upper,down,1
R_m0001_L006_W00099,through,R_m0001_L006_W00099:through,base,0,upper,down,1
R_m0001_L006_W00100,through,R_m0001_L006_W00100:through,base,0,upper,down,1
R_m0001_L006_W00101,through,R_m0001_L006_W00101:through,base,0,upper,down,1
R_m0001_L006_W00102,through,R_m0001_L006_W00102:through,base,0,upper,down,1
R_m0001_L006_W00103,through,R_m0001_L006_W00103:through,base,0,upper,down,1
R_m0001_L006_W00104,through,R_m0001_L006_W00104:through,base,0,upper,down,1
R_m0001_L006_W00105,through,R_m0001_L006_W00105:through,base,0,upper,down,1
R_m0001_L006_W00106,through,R_m0001_L006_W00106:through,base,0,upper,down,1
R_m0001_L006_W00107,through,R_m0001_L006_W00107:through,base,0,upper,down,1
R_m0001_L006_W00108,through,R_m0001_L006_W00108:through,base,0,upper,down,1
R_m0001_L006_W00109,through,R_m0001_L006_W00109:through,base,0,upper,down,1
R_m0001_L006_W00110,through,R_m0001_L006_W00110:through,base,0,upper,down,1
R_m0001_L006_W00111,through,R_m0001_L006_W00111:through,base,0,upper,down,1
R_m0001_L006_W00112,through,R_m0001_L006_W00112:through,base,0,upper,down,1
R_m0001_L006_W00113,through,R_m0001_L006_W00113:through,base,0,upper,down,1
R_m0001_L006_W00114,through,R_m0001_L006_W00114:through,base,0,upper,down,1
R_m0001_L006_W00115,through,R_m0001_L006_W00115:through,base,0,upper,down,1
R_m0001_L006_W00116,through,R_m0001_L006_W00116:through,base,0,upper,down,1
R_m0001_L006_W00117,through,R_m0001_L006_W00117:through,base,0,upper,down,1
R_m0001_L006_W00118,through,R_m0001_L006_W00118:through,base,0,upper,down,1
R_m0001_L006_W00119,through,R_m0001_L006_W00119:through,base,0,upper,down,1
R_m0001_L006_W00120,through,R_m0001_L006_W00120:through,base,0,upper,down,1
R_m0001_L006_W00121,through,R_m0001_L006_W00121:through,base,0,upper,down,1
R_m0001_L006_W00122,through,R_m0001_L006_W00122:through,base,0,upper,down,1
R_m0001_L006_W00123,through,R_m0001_L006_W00123:through,base,0,upper,down,1
R_m0001_L006_W00124,through,R_m0001_L006_W00124:through,base,0,upper,down,1
R_m0001_L006_W00125,through,R_m0001_L006_W00125:through,base,0,upper,down,1
R_m0001_L006_W00126,through,R_m0001_L006_W00126:through,base,0,upper,down,1
R_m0001_L006_W00127,through,R_m0001_L006_W00127:through,base,0,upper,down,1
R_m0001_L007_W00000,through,R_m0001_L007_W00000:through,base,0,upper,down,1
R_m0001_L007_W00001,through,R_m0001_L007_W00001:through,base,0,upper,down,1
R_m0001_L007_W00002,through,R_m0001_L007_W00002:through,base,0,upper,down,1
R_m0001_L007_W00003,through,R_m0001_L007_W00003:through,base,0,upper,down,1
R_m0001_L007_W00004,through,R_m0001_L007_W00004:through,base,0,upper,down,1
R_m0001_L007_W00005,through,R_m0001_L007_W00005:through,base,0,upper,down,1
R_m0001_L007_W00006,through,R_m0001_L007_W00006:through,base,0,upper,down,1
R_m0001_L007_W00007,through,R_m0001_L007_W00007:through,base,0,upper,down,1
R_m0001_L007_W00008,through,R_m0001_L007_W00008:through,base,0,upper,down,1
R_m0001_L007_W00009,through,R_m0001_L007_W00009:through,base,0,upper,down,1
R_m0001_L007_W00010,through,R_m0001_L007_W00010:through,base,0,upper,down,1
R_m0001_L007_W00011,through,R_m0001_L007_W00011:through,base,0,upper,down,1
R_m0001_L007_W00012,through,R_m0001_L007_W00012:through,base,0,upper,down,1
R_m0001_L007_W00013,through,R_m0001_L007_W00013:through,base,0,upper,down,1
R_m0001_L007_W00014,through,R_m0001_L007_W00014:through,base,0,upper,down,1
R_m0001_L007_W00015,through,R_m0001_L007_W00015:through,base,0,upper,down,1
R_m0001_L007_W00016,through,R_m0001_L007_W00016:through,base,0,upper,down,1
R_m0001_L007_W00017,through,R_m0001_L007_W00017:through,base,0,upper,down,1
R_m0001_L007_W00018,through,R_m0001_L007_W00018:through,base,0,upper,down,1
R_m0001_L007_W00019,through,R_m0001_L007_W00019:through,base,0,upper,down,1
R_m0001_L007_W00020,through,R_m0001_L007_W00020:through,base,0,upper,down,1
R_m0001_L007_W00021,through,R_m0001_L007_W00021:through,base,0,upper,down,1
R_m0001_L007_W00022,through,R_m0001_L007_W00022:through,base,0,upper,down,1
R_m0001_L007_W00023,through,R_m0001_L007_W00023:through,base,0,upper,down,1
R_m0001_L007_W00024,through,R_m0001_L007_W00024:through,base,0,upper,down,1
R_m0001_L007_W00025,through,R_m0001_L007_W00025:through,base,0,upper,down,1
R_m0001_L007_W00026,through,R_m0001_L007_W00026:through,base,0,upper,down,1
R_m0001_L007_W00027,through,R_m0001_L007_W00027:through,base,0,upper,down,1
R_m0001_L007_W00028,through,R_m0001_L007_W00028:through,base,0,upper,down,1
R_m0001_L007_W00029,through,R_m0001_L007_W00029:through,base,0,upper,down,1
R_m0001_L007_W00030,through,R_m0001_L007_W00030:through,base,0,upper,down,1
R_m0001_L007_W00031,through,R_m0001_L007_W00031:through,base,0,upper,down,1
R_m0001_L007_W00032,through,R_m0001_L007_W00032:through,base,0,upper,down,1
R_m0001_L007_W00033,through,R_m0001_L007_W00033:through,base,0,upper,down,1
R_m0001_L007_W00034,through,R_m0001_L007_W00034:through,base,0,upper,down,1
R_m0001_L007_W00035,through,R_m0001_L007_W00035:through,base,0,upper,down,1
R_m0001_L007_W00036,through,R_m0001_L007_W00036:through,base,0,upper,down,1
R_m0001_L007_W00037,through,R_m0001_L007_W00037:through,base,0,upper,down,1
R_m0001_L007_W00038,through,R_m0001_L007_W00038:through,base,0,upper,down,1
R_m0001_L007_W00039,through,R_m0001_L007_W00039:through,base,0,upper,down,1
R_m0001_L007_W00040,through,R_m0001_L007_W00040:through,base,0,upper,down,1
R_m0001_L007_W00041,through,R_m0001_L007_W00041:through,base,0,upper,down,1
R_m0001_L007_W00042,through,R_m0001_L007_W00042:through,base,0,upper,down,1
R_m0001_L007_W00043,through,R_m0001_L007_W00043:through,base,0,upper,down,1
R_m0001_L007_W00044,through,R_m0001_L007_W00044:through,base,0,upper,down,1
R_m0001_L007_W00045,through,R_m0001_L007_W00045:through,base,0,upper,down,1
R_m0001_L007_W00046,through,R_m0001_L007_W00046:through,base,0,upper,down,1
R_m0001_L007_W00047,through,R_m0001_L007_W00047:through,base,0,upper,down,1
R_m0001_L007_W00048,through,R_m0001_L007_W00048:through,base,0,upper,down,1
R_m0001_L007_W00049,through,R_m0001_L007_W00049:through,base,0,upper,down,1
R_m0001_L007_W00050,through,R_m0001_L007_W00050:through,base,0,upper,down,1
R_m0001_L007_W00051,through,R_m0001_L007_W00051:through,base,0,upper,down,1
R_m0001_L007_W00052,through,R_m0001_L007_W00052:through,base,0,upper,down,1
R_m0001_L007_W00053,through,R_m0001_L007_W00053:through,base,0,upper,down,1
R_m0001_L007_W00054,through,R_m0001_L007_W00054:through,base,0,upper,down,1
R_m0001_L007_W00055,through,R_m0001_L007_W00055:through,base,0,upper,down,1
R_m0001_L007_W00056,through,R_m0001_L007_W00056:through,base,0,upper,down,1
R_m0001_L007_W00057,through,R_m0001_L007_W00057:through,base,0,upper,down,1
R_m0001_L007_W00058,through,R_m0001_L007_W00058:through,base,0,upper,down,1
R_m0001_L007_W00059,through,R_m0001_L007_W00059:through,base,0,upper,down,1
R_m0001_L007_W00060,through,R_m0001_L007_W00060:through,base,0,upper,down,1
R_m0001_L007_W00061,through,R_m0001_L007_W00061:through,base,0,upper,down,1
R_m0001_L007_W00062,through,R_m0001_L007_W00062:through,base,0,upper,down,1
R_m0001_L007_W00063,through,R_m0001_L007_W00063:through,base,0,upper,down,1
R_m0001_L007_W00064,through,R_m0001_L007_W00064:through,base,0,upper,down,1
R_m0001_L007_W00065,through,R_m0001_L007_W00065:through,base,0,upper,down,1
R_m0001_L007_W00066,through,R_m0001_L007_W00066:through,base,0,upper,down,1
R_m0001_L007_W00067,through,R_m0001_L007_W00067:through,base,0,upper,down,1
R_m0001_L007_W00068,through,R_m0001_L007_W00068:through,base,0,upper,down,1
R_m0001_L007_W00069,through,R_m0001_L007_W00069:through,base,0,upper,down,1
R_m0001_L007_W00070,through,R_m0001_L007_W00070:through,base,0,upper,down,1
R_m0001_L007_W00071,through,R_m0001_L007_W00071:through,base,0,upper,down,1
R_m0001_L007_W00072,through,R_m0001_L007_W00072:through,base,0,upper,down,1
R_m0001_L007_W00073,through,R_m0001_L007_W00073:through,base,0,upper,down,1
R_m0001_L007_W00074,through,R_m0001_L007_W00074:through,base,0,upper,down,1
R_m0001_L007_W00075,through,R_m0001_L007_W00075:through,base,0,upper,down,1
R_m0001_L007_W00076,through,R_m0001_L007_W00076:through,base,0,upper,down,1
R_m0001_L007_W00077,through,R_m0001_L007_W00077:through,base,0,upper,down,1
R_m0001_L007_W00078,through,R_m0001_L007_W00078:through,base,0,upper,down,1
R_m0001_L007_W00079,through,R_m0001_L007_W00079:through,base,0,upper,down,1
R_m0001_L007_W00080,through,R_m0001_L007_W00080:through,base,0,upper,down,1
R_m0001_L007_W00081,through,R_m0001_L007_W00081:through,base,0,upper,down,1
R_m0001_L007_W00082,through,R_m0001_L007_W00082:through,base,0,upper,down,1
R_m0001_L007_W00083,through,R_m0001_L007_W00083:through,base,0,upper,down,1
R_m0001_L007_W00084,through,R_m0001_L007_W00084:through,base,0,upper,down,1
R_m0001_L007_W00085,through,R_m0001_L007_W00085:through,base,0,upper,down,1
R_m0001_L007_W00086,through,R_m0001_L007_W00086:through,base,0,upper,down,1
R_m0001_L007_W00087,through,R_m0001_L007_W00087:through,base,0,upper,down,1
R_m0001_L007_W00088,through,R_m0001_L007_W00088:through,base,0,upper,down,1
R_m0001_L007_W00089,through,R_m0001_L007_W00089:through,base,0,upper,down,1
R_m0001_L007_W00090,through,R_m0001_L007_W00090:through,base,0,upper,down,1
R_m0001_L007_W00091,through,R_m0001_L007_W00091:through,base,0,upper,down,1
