parent_unit,parent_port,child_unit,option_index,edge_flow,parent_upper_flow,child_upper_flow,connection_kind,router_count,router_stage,switch_id,switch_state
R_m0001_L005_W00021,down,R_m0001_L006_W00053,1,1,1,1,compact_benes_cross,1,5,R1_S5_P21,cross
R_m0001_L005_W00022,down,R_m0001_L006_W00022,0,1,1,1,compact_benes_straight,1,5,R1_S5_P22,straight
R_m0001_L005_W00022,down,R_m0001_L006_W00054,1,1,1,1,compact_benes_cross,1,5,R1_S5_P22,cross
R_m0001_L005_W00023,down,R_m0001_L006_W00023,0,1,1,1,compact_benes_straight,1,5,R1_S5_P23,straight
R_m0001_L005_W00023,down,R_m0001_L006_W00055,1,1,1,1,compact_benes_cross,1,5,R1_S5_P23,cross
R_m0001_L005_W00024,down,R_m0001_L006_W00024,0,1,1,1,compact_benes_straight,1,5,R1_S5_P24,straight
R_m0001_L005_W00024,down,R_m0001_L006_W00056,1,1,1,1,compact_benes_cross,1,5,R1_S5_P24,cross
R_m0001_L005_W00025,down,R_m0001_L006_W00025,0,1,1,1,compact_benes_straight,1,5,R1_S5_P25,straight
R_m0001_L005_W00025,down,R_m0001_L006_W00057,1,1,1,1,compact_benes_cross,1,5,R1_S5_P25,cross
R_m0001_L005_W00026,down,R_m0001_L006_W00026,0,1,1,1,compact_benes_straight,1,5,R1_S5_P26,straight
R_m0001_L005_W00026,down,R_m0001_L006_W00058,1,1,1,1,compact_benes_cross,1,5,R1_S5_P26,cross
R_m0001_L005_W00027,down,R_m0001_L006_W00027,0,1,1,1,compact_benes_straight,1,5,R1_S5_P27,straight
R_m0001_L005_W00027,down,R_m0001_L006_W00059,1,1,1,1,compact_benes_cross,1,5,R1_S5_P27,cross
R_m0001_L005_W00028,down,R_m0001_L006_W00028,0,1,1,1,compact_benes_straight,1,5,R1_S5_P28,straight
R_m0001_L005_W00028,down,R_m0001_L006_W00060,1,1,1,1,compact_benes_cross,1,5,R1_S5_P28,cross
R_m0001_L005_W00029,down,R_m0001_L006_W00029,0,1,1,1,compact_benes_straight,1,5,R1_S5_P29,straight
R_m0001_L005_W00029,down,R_m0001_L006_W00061,1,1,1,1,compact_benes_cross,1,5,R1_S5_P29,cross
R_m0001_L005_W00030,down,R_m0001_L006_W00030,0,1,1,1,compact_benes_straight,1,5,R1_S5_P30,straight
R_m0001_L005_W00030,down,R_m0001_L006_W00062,1,1,1,1,compact_benes_cross,1,5,R1_S5_P30,cross
R_m0001_L005_W00031,down,R_m0001_L006_W00031,0,1,1,1,compact_benes_straight,1,5,R1_S5_P31,straight
R_m0001_L005_W00031,down,R_m0001_L006_W00063,1,1,1,1,compact_benes_cross,1,5,R1_S5_P31,cross
R_m0001_L005_W00032,down,R_m0001_L006_W00032,0,1,1,1,compact_benes_straight,1,5,R1_S5_P0,straight
R_m0001_L005_W00032,down,R_m0001_L006_W00000,1,1,1,1,compact_benes_cross,1,5,R1_S5_P0,cross
R_m0001_L005_W00033,down,R_m0001_L006_W00033,0,1,1,1,compact_benes_straight,1,5,R1_S5_P1,straight
R_m0001_L005_W00033,down,R_m0001_L006_W00001,1,1,1,1,compact_benes_cross,1,5,R1_S5_P1,cross
R_m0001_L005_W00034,down,R_m0001_L006_W00034,0,1,1,1,compact_benes_straight,1,5,R1_S5_P2,straight
R_m0001_L005_W00034,down,R_m0001_L006_W00002,1,1,1,1,compact_benes_cross,1,5,R1_S5_P2,cross
R_m0001_L005_W00035,down,R_m0001_L006_W00035,0,1,1,1,compact_benes_straight,1,5,R1_S5_P3,straight
R_m0001_L005_W00035,down,R_m0001_L006_W00003,1,1,1,1,compact_benes_cross,1,5,R1_S5_P3,cross
R_m0001_L005_W00036,down,R_m0001_L006_W00036,0,1,1,1,compact_benes_straight,1,5,R1_S5_P4,straight
R_m0001_L005_W00036,down,R_m0001_L006_W00004,1,1,1,1,compact_benes_cross,1,5,R1_S5_P4,cross
R_m0001_L005_W00037,down,R_m0001_L006_W00037,0,1,1,1,compact_benes_straight,1,5,R1_S5_P5,straight
R_m0001_L005_W00037,down,R_m0001_L006_W00005,1,1,1,1,compact_benes_cross,1,5,R1_S5_P5,cross
R_m0001_L005_W00038,down,R_m0001_L006_W00038,0,1,1,1,compact_benes_straight,1,5,R1_S5_P6,straight
R_m0001_L005_W00038,down,R_m0001_L006_W00006,1,1,1,1,compact_benes_cross,1,5,R1_S5_P6,cross
R_m0001_L005_W00039,down,R_m0001_L006_W00039,0,1,1,1,compact_benes_straight,1,5,R1_S5_P7,straight
R_m0001_L005_W00039,down,R_m0001_L006_W00007,1,1,1,1,compact_benes_cross,1,5,R1_S5_P7,cross
R_m0001_L005_W00040,down,R_m0001_L006_W00040,0,1,1,1,compact_benes_straight,1,5,R1_S5_P8,straight
R_m0001_L005_W00040,down,R_m0001_L006_W00008,1,1,1,1,compact_benes_cross,1,5,R1_S5_P8,cross
R_m0001_L005_W00041,down,R_m0001_L006_W00041,0,1,1,1,compact_benes_straight,1,5,R1_S5_P9,straight
R_m0001_L005_W00041,down,R_m0001_L006_W00009,1,1,1,1,compact_benes_cross,1,5,R1_S5_P9,cross
R_m0001_L005_W00042,down,R_m0001_L006_W00042,0,1,1,1,compact_benes_straight,1,5,R1_S5_P10,straight
R_m0001_L005_W00042,down,R_m0001_L006_W00010,1,1,1,1,compact_benes_cross,1,5,R1_S5_P10,cross
R_m0001_L005_W00043,down,R_m0001_L006_W00043,0,1,1,1,compact_benes_straight,1,5,R1_S5_P11,straight
R_m0001_L005_W00043,down,R_m0001_L006_W00011,1,1,1,1,compact_benes_cross,1,5,R1_S5_P11,cross
R_m0001_L005_W00044,down,R_m0001_L006_W00044,0,1,1,1,compact_benes_straight,1,5,R1_S5_P12,straight
R_m0001_L005_W00044,down,R_m0001_L006_W00012,1,1,1,1,compact_benes_cross,1,5,R1_S5_P12,cross
R_m0001_L005_W00045,down,R_m0001_L006_W00045,0,1,1,1,compact_benes_straight,1,5,R1_S5_P13,straight
R_m0001_L005_W00045,down,R_m0001_L006_W00013,1,1,1,1,compact_benes_cross,1,5,R1_S5_P13,cross
R_m0001_L005_W00046,down,R_m0001_L006_W00046,0,1,1,1,compact_benes_straight,1,5,R1_S5_P14,straight
R_m0001_L005_W00046,down,R_m0001_L006_W00014,1,1,1,1,compact_benes_cross,1,5,R1_S5_P14,cross
R_m0001_L005_W00047,down,R_m0001_L006_W00047,0,1,1,1,compact_benes_straight,1,5,R1_S5_P15,straight
R_m0001_L005_W00047,down,R_m0001_L006_W00015,1,1,1,1,compact_benes_cross,1,5,R1_S5_P15,cross
R_m0001_L005_W00048,down,R_m0001_L006_W00048,0,1,1,1,compact_benes_straight,1,5,R1_S5_P16,straight
R_m0001_L005_W00048,down,R_m0001_L006_W00016,1,1,1,1,compact_benes_cross,1,5,R1_S5_P16,cross
R_m0001_L005_W00049,down,R_m0001_L006_W00049,0,1,1,1,compact_benes_straight,1,5,R1_S5_P17,straight
R_m0001_L005_W00049,down,R_m0001_L006_W00017,1,1,1,1,compact_benes_cross,1,5,R1_S5_P17,cross
R_m0001_L005_W00050,down,R_m0001_L006_W00050,0,1,1,1,compact_benes_straight,1,5,R1_S5_P18,straight
R_m0001_L005_W00050,down,R_m0001_L006_W00018,1,1,1,1,compact_benes_cross,1,5,R1_S5_P18,cross
R_m0001_L005_W00051,down,R_m0001_L006_W00051,0,1,1,1,compact_benes_straight,1,5,R1_S5_P19,straight
R_m0001_L005_W00051,down,R_m0001_L006_W00019,1,1,1,1,compact_benes_cross,1,5,R1_S5_P19,cross
R_m0001_L005_W00052,down,R_m0001_L006_W00052,0,1,1,1,compact_benes_straight,1,5,R1_S5_P20,straight
R_m0001_L005_W00052,down,R_m0001_L006_W00020,1,1,1,1,compact_benes_cross,1,5,R1_S5_P20,cross
R_m0001_L005_W00053,down,R_m0001_L006_W00053,0,1,1,1,compact_benes_straight,1,5,R1_S5_P21,straight
R_m0001_L005_W00053,down,R_m0001_L006_W00021,1,1,1,1,compact_benes_cross,1,5,R1_S5_P21,cross
R_m0001_L005_W00054,down,R_m0001_L006_W00054,0,1,1,1,compact_benes_straight,1,5,R1_S5_P22,straight
R_m0001_L005_W00054,down,R_m0001_L006_W00022,1,1,1,1,compact_benes_cross,1,5,R1_S5_P22,cross
R_m0001_L005_W00055,down,R_m0001_L006_W00055,0,1,1,1,compact_benes_straight,1,5,R1_S5_P23,straight
R_m0001_L005_W00055,down,R_m0001_L006_W00023,1,1,1,1,compact_benes_cross,1,5,R1_S5_P23,cross
R_m0001_L005_W00056,down,R_m0001_L006_W00056,0,1,1,1,compact_benes_straight,1,5,R1_S5_P24,straight
R_m0001_L005_W00056,down,R_m0001_L006_W00024,1,1,1,1,compact_benes_cross,1,5,R1_S5_P24,cross
R_m0001_L005_W00057,down,R_m0001_L006_W00057,0,1,1,1,compact_benes_straight,1,5,R1_S5_P25,straight
R_m0001_L005_W00057,down,R_m0001_L006_W00025,1,1,1,1,compact_benes_cross,1,5,R1_S5_P25,cross
R_m0001_L005_W00058,down,R_m0001_L006_W00058,0,1,1,1,compact_benes_straight,1,5,R1_S5_P26,straight
R_m0001_L005_W00058,down,R_m0001_L006_W00026,1,1,1,1,compact_benes_cross,1,5,R1_S5_P26,cross
R_m0001_L005_W00059,down,R_m0001_L006_W00059,0,1,1,1,compact_benes_straight,1,5,R1_S5_P27,straight
R_m0001_L005_W00059,down,R_m0001_L006_W00027,1,1,1,1,compact_benes_cross,1,5,R1_S5_P27,cross
R_m0001_L005_W00060,down,R_m0001_L006_W00060,0,1,1,1,compact_benes_straight,1,5,R1_S5_P28,straight
R_m0001_L005_W00060,down,R_m0001_L006_W00028,1,1,1,1,compact_benes_cross,1,5,R1_S5_P28,cross
R_m0001_L005_W00061,down,R_m0001_L006_W00061,0,1,1,1,compact_benes_straight,1,5,R1_S5_P29,straight
R_m0001_L005_W00061,down,R_m0001_L006_W00029,1,1,1,1,compact_benes_cross,1,5,R1_S5_P29,cross
R_m0001_L005_W00062,down,R_m0001_L006_W00062,0,1,1,1,compact_benes_straight,1,5,R1_S5_P30,straight
R_m0001_L005_W00062,down,R_m0001_L006_W00030,1,1,1,1,compact_benes_cross,1,5,R1_S5_P30,cross
R_m0001_L005_W00063,down,R_m0001_L006_W00063,0,1,1,1,compact_benes_straight,1,5,R1_S5_P31,straight
R_m0001_L005_W00063,down,R_m0001_L006_W00031,1,1,1,1,compact_benes_cross,1,5,R1_S5_P31,cross
R_m0001_L005_W00064,down,R_m0001_L006_W00064,0,1,1,1,compact_benes_straight,1,5,R1_S5_P64,straight
R_m0001_L005_W00064,down,R_m0001_L006_W00096,1,1,1,1,compact_benes_cross,1,5,R1_S5_P64,cross
R_m0001_L005_W00065,down,R_m0001_L006_W00065,0,1,1,1,compact_benes_straight,1,5,R1_S5_P65,straight
R_m0001_L005_W00065,down,R_m0001_L006_W00097,1,1,1,1,compact_benes_cross,1,5,R1_S5_P65,cross
R_m0001_L005_W00066,down,R_m0001_L006_W00066,0,1,1,1,compact_benes_straight,1,5,R1_S5_P66,straight
R_m0001_L005_W00066,down,R_m0001_L006_W00098,1,1,1,1,compact_benes_cross,1,5,R1_S5_P66,cross
R_m0001_L005_W00067,down,R_m0001_L006_W00067,0,1,1,1,compact_benes_straight,1,5,R1_S5_P67,straight
R_m0001_L005_W00067,down,R_m0001_L006_W00099,1,1,1,1,compact_benes_cross,1,5,R1_S5_P67,cross
R_m0001_L005_W00068,down,R_m0001_L006_W00068,0,1,1,1,compact_benes_straight,1,5,R1_S5_P68,straight
R_m0001_L005_W00068,down,R_m0001_L006_W00100,1,1,1,1,compact_benes_cross,1,5,R1_S5_P68,cross
R_m0001_L005_W00069,down,R_m0001_L006_W00069,0,1,1,1,compact_benes_straight,1,5,R1_S5_P69,straight
R_m0001_L005_W00069,down,R_m0001_L006_W00101,1,1,1,1,compact_benes_cross,1,5,R1_S5_P69,cross
R_m0001_L005_W00070,down,R_m0001_L006_W00070,0,1,1,1,compact_benes_straight,1,5,R1_S5_P70,straight
R_m0001_L005_W00070,down,R_m0001_L006_W00102,1,1,1,1,compact_benes_cross,1,5,R1_S5_P70,cross
R_m0001_L005_W00071,down,R_m0001_L006_W00071,0,1,1,1,compact_benes_straight,1,5,R1_S5_P71,straight
R_m0001_L005_W00071,down,R_m0001_L006_W00103,1,1,1,1,compact_benes_cross,1,5,R1_S5_P71,cross
R_m0001_L005_W00072,down,R_m0001_L006_W00072,0,1,1,1,compact_benes_straight,1,5,R1_S5_P72,straight
R_m0001_L005_W00072,down,R_m0001_L006_W00104,1,1,1,1,compact_benes_cross,1,5,R1_S5_P72,cross
R_m0001_L005_W00073,down,R_m0001_L006_W00073,0,1,1,1,compact_benes_straight,1,5,R1_S5_P73,straight
R_m0001_L005_W00073,down,R_m0001_L006_W00105,1,1,1,1,compact_benes_cross,1,5,R1_S5_P73,cross
R_m0001_L005_W00074,down,R_m0001_L006_W00074,0,1,1,1,compact_benes_straight,1,5,R1_S5_P74,straight
R_m0001_L005_W00074,down,R_m0001_L006_W00106,1,1,1,1,compact_benes_cross,1,5,R1_S5_P74,cross
R_m0001_L005_W00075,down,R_m0001_L006_W00075,0,1,1,1,compact_benes_straight,1,5,R1_S5_P75,straight
R_m0001_L005_W00075,down,R_m0001_L006_W00107,1,1,1,1,compact_benes_cross,1,5,R1_S5_P75,cross
R_m0001_L005_W00076,down,R_m0001_L006_W00076,0,1,1,1,compact_benes_straight,1,5,R1_S5_P76,straight
R_m0001_L005_W00076,down,R_m0001_L006_W00108,1,1,1,1,compact_benes_cross,1,5,R1_S5_P76,cross
R_m0001_L005_W00077,down,R_m0001_L006_W00077,0,1,1,1,compact_benes_straight,1,5,R1_S5_P77,straight
R_m0001_L005_W00077,down,R_m0001_L006_W00109,1,1,1,1,compact_benes_cross,1,5,R1_S5_P77,cross
R_m0001_L005_W00078,down,R_m0001_L006_W00078,0,1,1,1,compact_benes_straight,1,5,R1_S5_P78,straight
R_m0001_L005_W00078,down,R_m0001_L006_W00110,1,1,1,1,compact_benes_cross,1,5,R1_S5_P78,cross
R_m0001_L005_W00079,down,R_m0001_L006_W00079,0,1,1,1,compact_benes_straight,1,5,R1_S5_P79,straight
R_m0001_L005_W00079,down,R_m0001_L006_W00111,1,1,1,1,compact_benes_cross,1,5,R1_S5_P79,cross
R_m0001_L005_W00080,down,R_m0001_L006_W00080,0,1,1,1,compact_benes_straight,1,5,R1_S5_P80,straight
R_m0001_L005_W00080,down,R_m0001_L006_W00112,1,1,1,1,compact_benes_cross,1,5,R1_S5_P80,cross
R_m0001_L005_W00081,down,R_m0001_L006_W00081,0,1,1,1,compact_benes_straight,1,5,R1_S5_P81,straight
R_m0001_L005_W00081,down,R_m0001_L006_W00113,1,1,1,1,compact_benes_cross,1,5,R1_S5_P81,cross
R_m0001_L005_W00082,down,R_m0001_L006_W00082,0,1,1,1,compact_benes_straight,1,5,R1_S5_P82,straight
R_m0001_L005_W00082,down,R_m0001_L006_W00114,1,1,1,1,compact_benes_cross,1,5,R1_S5_P82,cross
R_m0001_L005_W00083,down,R_m0001_L006_W00083,0,1,1,1,compact_benes_straight,1,5,R1_S5_P83,straight
R_m0001_L005_W00083,down,R_m0001_L006_W00115,1,1,1,1,compact_benes_cross,1,5,R1_S5_P83,cross
R_m0001_L005_W00084,down,R_m0001_L006_W00084,0,1,1,1,compact_benes_straight,1,5,R1_S5_P84,straight
R_m0001_L005_W00084,down,R_m0001_L006_W00116,1,1,1,1,compact_benes_cross,1,5,R1_S5_P84,cross
R_m0001_L005_W00085,down,R_m0001_L006_W00085,0,1,1,1,compact_benes_straight,1,5,R1_S5_P85,straight
R_m0001_L005_W00085,down,R_m0001_L006_W00117,1,1,1,1,compact_benes_cross,1,5,R1_S5_P85,cross
R_m0001_L005_W00086,down,R_m0001_L006_W00086,0,1,1,1,compact_benes_straight,1,5,R1_S5_P86,straight
R_m0001_L005_W00086,down,R_m0001_L006_W00118,1,1,1,1,compact_benes_cross,1,5,R1_S5_P86,cross
R_m0001_L005_W00087,down,R_m0001_L006_W00087,0,1,1,1,compact_benes_straight,1,5,R1_S5_P87,straight
R_m0001_L005_W00087,down,R_m0001_L006_W00119,1,1,1,1,compact_benes_cross,1,5,R1_S5_P87,cross
R_m0001_L005_W00088,down,R_m0001_L006_W00088,0,1,1,1,compact_benes_straight,1,5,R1_S5_P88,straight
R_m0001_L005_W00088,down,R_m0001_L006_W00120,1,1,1,1,compact_benes_cross,1,5,R1_S5_P88,cross
R_m0001_L005_W00089,down,R_m0001_L006_W00089,0,1,1,1,compact_benes_straight,1,5,R1_S5_P89,straight
R_m0001_L005_W00089,down,R_m0001_L006_W00121,1,1,1,1,compact_benes_cross,1,5,R1_S5_P89,cross
R_m0001_L005_W00090,down,R_m0001_L006_W00090,0,1,1,1,compact_benes_straight,1,5,R1_S5_P90,straight
R_m0001_L005_W00090,down,R_m0001_L006_W00122,1,1,1,1,compact_benes_cross,1,5,R1_S5_P90,cross
R_m0001_L005_W00091,down,R_m0001_L006_W00091,0,1,1,1,compact_benes_straight,1,5,R1_S5_P91,straight
R_m0001_L005_W00091,down,R_m0001_L006_W00123,1,1,1,1,compact_benes_cross,1,5,R1_S5_P91,cross
R_m0001_L005_W00092,down,R_m0001_L006_W00092,0,1,1,1,compact_benes_straight,1,5,R1_S5_P92,straight
R_m0001_L005_W00092,down,R_m0001_L006_W00124,1,1,1,1,compact_benes_cross,1,5,R1_S5_P92,cross
R_m0001_L005_W00093,down,R_m0001_L006_W00093,0,1,1,1,compact_benes_straight,1,5,R1_S5_P93,straight
R_m0001_L005_W00093,down,R_m0001_L006_W00125,1,1,1,1,compact_benes_cross,1,5,R1_S5_P93,cross
R_m0001_L005_W00094,down,R_m0001_L006_W00094,0,1,1,1,compact_benes_straight,1,5,R1_S5_P94,straight
R_m0001_L005_W00094,down,R_m0001_L006_W00126,1,1,1,1,compact_benes_cross,1,5,R1_S5_P94,cross
R_m0001_L005_W00095,down,R_m0001_L006_W00095,0,1,1,1,compact_benes_straight,1,5,R1_S5_P95,straight
R_m0001_L005_W00095,down,R_m0001_L006_W00127,1,1,1,1,compact_benes_cross,1,5,R1_S5_P95,cross
R_m0001_L005_W00096,down,R_m0001_L006_W00096,0,1,1,1,compact_benes_straight,1,5,R1_S5_P64,straight
R_m0001_L005_W00096,down,R_m0001_L006_W00064,1,1,1,1,compact_benes_cross,1,5,R1_S5_P64,cross
R_m0001_L005_W00097,down,R_m0001_L006_W00097,0,1,1,1,compact_benes_straight,1,5,R1_S5_P65,straight
R_m0001_L005_W00097,down,R_m0001_L006_W00065,1,1,1,1,compact_benes_cross,1,5,R1_S5_P65,cross
R_m0001_L005_W00098,down,R_m0001_L006_W00098,0,1,1,1,compact_benes_straight,1,5,R1_S5_P66,straight
R_m0001_L005_W00098,down,R_m0001_L006_W00066,1,1,1,1,compact_benes_cross,1,5,R1_S5_P66,cross
R_m0001_L005_W00099,down,R_m0001_L006_W00099,0,1,1,1,compact_benes_straight,1,5,R1_S5_P67,straight
R_m0001_L005_W00099,down,R_m0001_L006_W00067,1,1,1,1,compact_benes_cross,1,5,R1_S5_P67,cross
R_m0001_L005_W00100,down,R_m0001_L006_W00100,0,1,1,1,compact_benes_straight,1,5,R1_S5_P68,straight
R_m0001_L005_W00100,down,R_m0001_L006_W00068,1,1,1,1,compact_benes_cross,1,5,R1_S5_P68,cross
R_m0001_L005_W00101,down,R_m0001_L006_W00101,0,1,1,1,compact_benes_straight,1,5,R1_S5_P69,straight
R_m0001_L005_W00101,down,R_m0001_L006_W00069,1,1,1,1,compact_benes_cross,1,5,R1_S5_P69,cross
R_m0001_L005_W00102,down,R_m0001_L006_W00102,0,1,1,1,compact_benes_straight,1,5,R1_S5_P70,straight
R_m0001_L005_W00102,down,R_m0001_L006_W00070,1,1,1,1,compact_benes_cross,1,5,R1_S5_P70,cross
R_m0001_L005_W00103,down,R_m0001_L006_W00103,0,1,1,1,compact_benes_straight,1,5,R1_S5_P71,straight
R_m0001_L005_W00103,down,R_m0001_L006_W00071,1,1,1,1,compact_benes_cross,1,5,R1_S5_P71,cross
R_m0001_L005_W00104,down,R_m0001_L006_W00104,0,1,1,1,compact_benes_straight,1,5,R1_S5_P72,straight
R_m0001_L005_W00104,down,R_m0001_L006_W00072,1,1,1,1,compact_benes_cross,1,5,R1_S5_P72,cross
R_m0001_L005_W00105,down,R_m0001_L006_W00105,0,1,1,1,compact_benes_straight,1,5,R1_S5_P73,straight
R_m0001_L005_W00105,down,R_m0001_L006_W00073,1,1,1,1,compact_benes_cross,1,5,R1_S5_P73,cross
R_m0001_L005_W00106,down,R_m0001_L006_W00106,0,1,1,1,compact_benes_straight,1,5,R1_S5_P74,straight
R_m0001_L005_W00106,down,R_m0001_L006_W00074,1,1,1,1,compact_benes_cross,1,5,R1_S5_P74,cross
R_m0001_L005_W00107,down,R_m0001_L006_W00107,0,1,1,1,compact_benes_straight,1,5,R1_S5_P75,straight
R_m0001_L005_W00107,down,R_m0001_L006_W00075,1,1,1,1,compact_benes_cross,1,5,R1_S5_P75,cross
R_m0001_L005_W00108,down,R_m0001_L006_W00108,0,1,1,1,compact_benes_straight,1,5,R1_S5_P76,straight
R_m0001_L005_W00108,down,R_m0001_L006_W00076,1,1,1,1,compact_benes_cross,1,5,R1_S5_P76,cross
R_m0001_L005_W00109,down,R_m0001_L006_W00109,0,1,1,1,compact_benes_straight,1,5,R1_S5_P77,straight
R_m0001_L005_W00109,down,R_m0001_L006_W00077,1,1,1,1,compact_benes_cross,1,5,R1_S5_P77,cross
R_m0001_L005_W00110,down,R_m0001_L006_W00110,0,1,1,1,compact_benes_straight,1,5,R1_S5_P78,straight
R_m0001_L005_W00110,down,R_m0001_L006_W00078,1,1,1,1,compact_benes_cross,1,5,R1_S5_P78,cross
R_m0001_L005_W00111,down,R_m0001_L006_W00111,0,1,1,1,compact_benes_straight,1,5,R1_S5_P79,straight
R_m0001_L005_W00111,down,R_m0001_L006_W00079,1,1,1,1,compact_benes_cross,1,5,R1_S5_P79,cross
R_m0001_L005_W00112,down,R_m0001_L006_W00112,0,1,1,1,compact_benes_straight,1,5,R1_S5_P80,straight
R_m0001_L005_W00112,down,R_m0001_L006_W00080,1,1,1,1,compact_benes_cross,1,5,R1_S5_P80,cross
R_m0001_L005_W00113,down,R_m0001_L006_W00113,0,1,1,1,compact_benes_straight,1,5,R1_S5_P81,straight
R_m0001_L005_W00113,down,R_m0001_L006_W00081,1,1,1,1,compact_benes_cross,1,5,R1_S5_P81,cross
R_m0001_L005_W00114,down,R_m0001_L006_W00114,0,1,1,1,compact_benes_straight,1,5,R1_S5_P82,straight
R_m0001_L005_W00114,down,R_m0001_L006_W00082,1,1,1,1,compact_benes_cross,1,5,R1_S5_P82,cross
R_m0001_L005_W00115,down,R_m0001_L006_W00115,0,1,1,1,compact_benes_straight,1,5,R1_S5_P83,straight
R_m0001_L005_W00115,down,R_m0001_L006_W00083,1,1,1,1,compact_benes_cross,1,5,R1_S5_P83,cross
R_m0001_L005_W00116,down,R_m0001_L006_W00116,0,1,1,1,compact_benes_straight,1,5,R1_S5_P84,straight
R_m0001_L005_W00116,down,R_m0001_L006_W00084,1,1,1,1,compact_benes_cross,1,5,R1_S5_P84,cross
R_m0001_L005_W00117,down,R_m0001_L006_W00117,0,1,1,1,compact_benes_straight,1,5,R1_S5_P85,straight
R_m0001_L005_W00117,down,R_m0001_L006_W00085,1,1,1,1,compact_benes_cross,1,5,R1_S5_P85,cross
R_m0001_L005_W00118,down,R_m0001_L006_W00118,0,1,1,1,compact_benes_straight,1,5,R1_S5_P86,straight
R_m0001_L005_W00118,down,R_m0001_L006_W00086,1,1,1,1,compact_benes_cross,1,5,R1_S5_P86,cross
R_m0001_L005_W00119,down,R_m0001_L006_W00119,0,1,1,1,compact_benes_straight,1,5,R1_S5_P87,straight
R_m0001_L005_W00119,down,R_m0001_L006_W00087,1,1,1,1,compact_benes_cross,1,5,R1_S5_P87,cross
R_m0001_L005_W00120,down,R_m0001_L006_W00120,0,1,1,1,compact_benes_straight,1,5,R1_S5_P88,straight
R_m0001_L005_W00120,down,R_m0001_L006_W00088,1,1,1,1,compact_benes_cross,1,5,R1_S5_P88,cross
R_m0001_L005_W00121,down,R_m0001_L006_W00121,0,1,1,1,compact_benes_straight,1,5,R1_S5_P89,straight
R_m0001_L005_W00121,down,R_m0001_L006_W00089,1,1,1,1,compact_benes_cross,1,5,R1_S5_P89,cross
R_m0001_L005_W00122,down,R_m0001_L006_W00122,0,1,1,1,compact_benes_straight,1,5,R1_S5_P90,straight
R_m0001_L005_W00122,down,R_m0001_L006_W00090,1,1,1,1,compact_benes_cross,1,5,R1_S5_P90,cross
R_m0001_L005_W00123,down,R_m0001_L006_W00123,0,1,1,1,compact_benes_straight,1,5,R1_S5_P91,straight
R_m0001_L005_W00123,down,R_m0001_L006_W00091,1,1,1,1,compact_benes_cross,1,5,R1_S5_P91,cross
R_m0001_L005_W00124,down,R_m0001_L006_W00124,0,1,1,1,compact_benes_straight,1,5,R1_S5_P92,straight
R_m0001_L005_W00124,down,R_m0001_L006_W00092,1,1,1,1,compact_benes_cross,1,5,R1_S5_P92,cross
R_m0001_L005_W00125,down,R_m0001_L006_W00125,0,1,1,1,compact_benes_straight,1,5,R1_S5_P93,straight
R_m0001_L005_W00125,down,R_m0001_L006_W00093,1,1,1,1,compact_benes_cross,1,5,R1_S5_P93,cross
R_m0001_L005_W00126,down,R_m0001_L006_W00126,0,1,1,1,compact_benes_straight,1,5,R1_S5_P94,straight
R_m0001_L005_W00126,down,R_m0001_L006_W00094,1,1,1,1,compact_benes_cross,1,5,R1_S5_P94,cross
R_m0001_L005_W00127,down,R_m0001_L006_W00127,0,1,1,1,compact_benes_straight,1,5,R1_S5_P95,straight
R_m0001_L005_W00127,down,R_m0001_L006_W00095,1,1,1,1,compact_benes_cross,1,5,R1_S5_P95,cross
R_m0001_L006_W00000,down,R_m0001_L007_W00000,0,1,1,1,compact_benes_straight,1,6,R1_S6_P0,straight
R_m0001_L006_W00000,down,R_m0001_L007_W00064,1,1,1,1,compact_benes_cross,1,6,R1_S6_P0,cross
R_m0001_L006_W00001,down,R_m0001_L007_W00001,0,1,1,1,compact_benes_straight,1,6,R1_S6_P1,straight
R_m0001_L006_W00001,down,R_m0001_L007_W00065,1,1,1,1,compact_benes_cross,1,6,R1_S6_P1,cross
R_m0001_L006_W00002,down,R_m0001_L007_W00002,0,1,1,1,compact_benes_straight,1,6,R1_S6_P2,straight
R_m0001_L006_W00002,down,R_m0001_L007_W00066,1,1,1,1,compact_benes_cross,1,6,R1_S6_P2,cross
R_m0001_L006_W00003,down,R_m0001_L007_W00003,0,1,1,1,compact_benes_straight,1,6,R1_S6_P3,straight
R_m0001_L006_W00003,down,R_m0001_L007_W00067,1,1,1,1,compact_benes_cross,1,6,R1_S6_P3,cross
R_m0001_L006_W00004,down,R_m0001_L007_W00004,0,1,1,1,compact_benes_straight,1,6,R1_S6_P4,straight
R_m0001_L006_W00004,down,R_m0001_L007_W00068,1,1,1,1,compact_benes_cross,1,6,R1_S6_P4,cross
R_m0001_L006_W00005,down,R_m0001_L007_W00005,0,1,1,1,compact_benes_straight,1,6,R1_S6_P5,straight
R_m0001_L006_W00005,down,R_m0001_L007_W00069,1,1,1,1,compact_benes_cross,1,6,R1_S6_P5,cross
R_m0001_L006_W00006,down,R_m0001_L007_W00006,0,1,1,1,compact_benes_straight,1,6,R1_S6_P6,straight
R_m0001_L006_W00006,down,R_m0001_L007_W00070,1,1,1,1,compact_benes_cross,1,6,R1_S6_P6,cross
R_m0001_L006_W00007,down,R_m0001_L007_W00007,0,1,1,1,compact_benes_straight,1,6,R1_S6_P7,straight
